Usage_kWh,Lagging_Current_Reactive.Power_kVarh,Leading_Current_Reactive_Power_kVarh,CO2(tCO2),Lagging_Current_Power_Factor,Leading_Current_Power_Factor,NSM,WeekStatus_Weekday,WeekStatus_Weekend,Day_of_week_Friday,Day_of_week_Monday,Day_of_week_Saturday,Day_of_week_Sunday,Day_of_week_Thursday,Day_of_week_Tuesday,Day_of_week_Wednesday,Load_Type
3.02,4.5,0.0,0.0,55.73,100.0,19800,1,0,0,0,0,0,1,0,0,Light_Load
2.95,4.46,0.0,0.0,55.17,100.0,20700,1,0,0,0,0,0,1,0,0,Light_Load
2.95,4.46,0.0,0.0,55.17,100.0,21600,1,0,0,0,0,0,1,0,0,Light_Load
3.24,5.44,0.0,0.0,51.17,100.0,22500,1,0,0,0,0,0,1,0,0,Light_Load
3.53,6.41,0.0,0.0,48.24,100.0,23400,1,0,0,0,0,0,1,0,0,Light_Load
2.95,4.36,0.0,0.0,56.04,100.0,24300,1,0,0,0,0,0,1,0,0,Light_Load
2.92,4.39,0.0,0.0,55.38,100.0,25200,1,0,0,0,0,0,1,0,0,Light_Load
2.84,4.14,0.0,0.0,56.57,100.0,26100,1,0,0,0,0,0,1,0,0,Light_Load
3.31,4.43,0.0,0.0,59.86,100.0,27000,1,0,0,0,0,0,1,0,0,Light_Load
5.08,5.51,0.0,0.0,67.78,100.0,27900,1,0,0,0,0,0,1,0,0,Light_Load
4.68,5.18,0.0,0.0,67.04,100.0,28800,1,0,0,0,0,0,1,0,0,Light_Load
26.6,24.66,0.0,0.01,73.33,100.0,29700,1,0,0,0,0,0,1,0,0,Light_Load
36.14,33.73,0.0,0.02,73.11,100.0,30600,1,0,0,0,0,0,1,0,0,Light_Load
41.15,31.72,0.0,0.02,79.2,100.0,31500,1,0,0,0,0,0,1,0,0,Light_Load
44.46,18.0,0.0,0.02,92.69,100.0,32400,1,0,0,0,0,0,1,0,0,Light_Load
43.67,16.78,0.0,0.02,93.35,100.0,33300,1,0,0,0,0,0,1,0,0,Medium_Load
44.53,20.27,0.0,0.02,91.01,100.0,34200,1,0,0,0,0,0,1,0,0,Medium_Load
46.94,20.77,0.0,0.02,91.45,100.0,35100,1,0,0,0,0,0,1,0,0,Medium_Load
43.7,17.93,0.0,0.02,92.52,100.0,36000,1,0,0,0,0,0,1,0,0,Medium_Load
39.89,13.61,0.04,0.02,94.64,100.0,36900,1,0,0,0,0,0,1,0,0,Maximum_Load
39.64,13.5,0.04,0.02,94.66,100.0,37800,1,0,0,0,0,0,1,0,0,Maximum_Load
37.3,10.15,0.0,0.02,96.49,100.0,38700,1,0,0,0,0,0,1,0,0,Maximum_Load
54.22,30.49,0.0,0.02,87.16,100.0,39600,1,0,0,0,0,0,1,0,0,Maximum_Load
51.41,30.74,0.0,0.02,85.83,100.0,40500,1,0,0,0,0,0,1,0,0,Maximum_Load
49.46,30.06,0.0,0.02,85.46,100.0,41400,1,0,0,0,0,0,1,0,0,Maximum_Load
55.94,33.77,0.0,0.03,85.61,100.0,42300,1,0,0,0,0,0,1,0,0,Maximum_Load
49.75,29.38,0.0,0.02,86.11,100.0,43200,1,0,0,0,0,0,1,0,0,Maximum_Load
12.56,1.62,13.64,0.01,99.18,67.74,44100,1,0,0,0,0,0,1,0,0,Medium_Load
5.33,0.0,17.96,0.0,100.0,28.45,45000,1,0,0,0,0,0,1,0,0,Medium_Load
5.11,0.0,17.53,0.0,100.0,27.99,45900,1,0,0,0,0,0,1,0,0,Medium_Load
5.22,0.0,17.71,0.0,100.0,28.27,46800,1,0,0,0,0,0,1,0,0,Medium_Load
33.01,16.13,4.07,0.02,89.85,99.25,47700,1,0,0,0,0,0,1,0,0,Maximum_Load
60.34,38.84,0.0,0.03,84.09,100.0,48600,1,0,0,0,0,0,1,0,0,Maximum_Load
128.88,64.94,0.0,0.06,89.3,100.0,49500,1,0,0,0,0,0,1,0,0,Maximum_Load
90.43,50.26,0.0,0.04,87.41,100.0,50400,1,0,0,0,0,0,1,0,0,Maximum_Load
53.6,37.33,0.0,0.02,82.06,100.0,51300,1,0,0,0,0,0,1,0,0,Maximum_Load
60.23,44.39,0.0,0.03,80.5,100.0,52200,1,0,0,0,0,0,1,0,0,Maximum_Load
61.63,44.96,0.0,0.03,80.79,100.0,53100,1,0,0,0,0,0,1,0,0,Maximum_Load
68.76,46.19,0.0,0.03,83.01,100.0,54000,1,0,0,0,0,0,1,0,0,Maximum_Load
66.89,49.82,0.0,0.03,80.2,100.0,54900,1,0,0,0,0,0,1,0,0,Maximum_Load
64.19,45.94,0.0,0.03,81.32,100.0,55800,1,0,0,0,0,0,1,0,0,Maximum_Load
89.75,54.14,0.0,0.04,85.63,100.0,56700,1,0,0,0,0,0,1,0,0,Maximum_Load
65.99,53.53,0.0,0.03,77.66,100.0,57600,1,0,0,0,0,0,1,0,0,Maximum_Load
90.22,53.64,0.0,0.04,85.96,100.0,58500,1,0,0,0,0,0,1,0,0,Maximum_Load
68.08,44.71,0.0,0.03,83.59,100.0,59400,1,0,0,0,0,0,1,0,0,Maximum_Load
71.32,44.6,0.0,0.03,84.79,100.0,60300,1,0,0,0,0,0,1,0,0,Maximum_Load
63.25,41.29,0.0,0.03,83.74,100.0,61200,1,0,0,0,0,0,1,0,0,Maximum_Load
81.22,61.52,0.0,0.04,79.71,100.0,62100,1,0,0,0,0,0,1,0,0,Medium_Load
47.41,29.12,0.0,0.02,85.21,100.0,63000,1,0,0,0,0,0,1,0,0,Medium_Load
30.28,1.15,0.86,0.01,99.93,99.96,63900,1,0,0,0,0,0,1,0,0,Medium_Load
30.56,6.48,0.4,0.01,97.82,99.99,64800,1,0,0,0,0,0,1,0,0,Medium_Load
36.04,18.54,0.0,0.02,88.92,100.0,65700,1,0,0,0,0,0,1,0,0,Medium_Load
38.84,20.2,0.0,0.02,88.72,100.0,66600,1,0,0,0,0,0,1,0,0,Medium_Load
47.7,26.35,0.0,0.02,87.53,100.0,67500,1,0,0,0,0,0,1,0,0,Medium_Load
75.2,55.33,0.0,0.03,80.55,100.0,68400,1,0,0,0,0,0,1,0,0,Medium_Load
69.84,56.02,0.0,0.03,78.01,100.0,69300,1,0,0,0,0,0,1,0,0,Medium_Load
51.08,35.75,0.0,0.02,81.93,100.0,70200,1,0,0,0,0,0,1,0,0,Medium_Load
48.49,32.72,0.0,0.02,82.89,100.0,71100,1,0,0,0,0,0,1,0,0,Medium_Load
53.75,38.41,0.0,0.02,81.36,100.0,72000,1,0,0,0,0,0,1,0,0,Medium_Load
60.26,44.24,0.0,0.03,80.61,100.0,72900,1,0,0,0,0,0,1,0,0,Medium_Load
47.7,25.92,0.0,0.02,87.87,100.0,73800,1,0,0,0,0,0,1,0,0,Medium_Load
42.77,17.86,0.0,0.02,92.28,100.0,74700,1,0,0,0,0,0,1,0,0,Medium_Load
95.51,34.2,0.0,0.04,94.15,100.0,75600,1,0,0,0,0,0,1,0,0,Medium_Load
63.94,19.37,0.0,0.03,95.7,100.0,76500,1,0,0,0,0,0,1,0,0,Medium_Load
49.57,15.26,0.11,0.02,95.57,100.0,77400,1,0,0,0,0,0,1,0,0,Medium_Load
7.16,0.11,14.72,0.0,99.99,43.74,78300,1,0,0,0,0,0,1,0,0,Medium_Load
5.33,0.0,15.88,0.0,100.0,31.82,79200,1,0,0,0,0,0,1,0,0,Medium_Load
4.93,8.75,0.11,0.0,49.09,99.98,80100,1,0,0,0,0,0,1,0,0,Medium_Load
4.97,9.22,0.0,0.0,47.45,100.0,81000,1,0,0,0,0,0,1,0,0,Medium_Load
4.57,8.93,0.0,0.0,45.56,100.0,81900,1,0,0,0,0,0,1,0,0,Medium_Load
3.78,7.09,0.0,0.0,47.05,100.0,82800,1,0,0,0,0,0,1,0,0,Medium_Load
3.64,6.44,0.0,0.0,49.21,100.0,83700,1,0,0,0,0,0,1,0,0,Light_Load
3.64,6.73,0.0,0.0,47.57,100.0,84600,1,0,0,0,0,0,1,0,0,Light_Load
3.71,7.49,0.0,0.0,44.39,100.0,85500,1,0,0,0,0,0,1,0,0,Light_Load
3.64,7.13,0.0,0.0,45.47,100.0,0,1,0,0,0,0,0,1,0,0,Light_Load
3.6,6.73,0.0,0.0,47.17,100.0,900,1,0,1,0,0,0,0,0,0,Light_Load
3.64,6.52,0.0,0.0,48.75,100.0,1800,1,0,1,0,0,0,0,0,0,Light_Load
3.71,6.37,0.0,0.0,50.33,100.0,2700,1,0,1,0,0,0,0,0,0,Light_Load
3.67,7.31,0.0,0.0,44.87,100.0,3600,1,0,1,0,0,0,0,0,0,Light_Load
3.64,7.06,0.0,0.0,45.83,100.0,4500,1,0,1,0,0,0,0,0,0,Light_Load
3.64,6.52,0.0,0.0,48.75,100.0,5400,1,0,1,0,0,0,0,0,0,Light_Load
3.6,6.48,0.0,0.0,48.56,100.0,6300,1,0,1,0,0,0,0,0,0,Light_Load
3.64,6.41,0.0,0.0,49.38,100.0,7200,1,0,1,0,0,0,0,0,0,Light_Load
3.64,7.42,0.0,0.0,44.04,100.0,8100,1,0,1,0,0,0,0,0,0,Light_Load
3.67,7.49,0.0,0.0,44.0,100.0,9000,1,0,1,0,0,0,0,0,0,Light_Load
3.64,6.48,0.0,0.0,48.98,100.0,9900,1,0,1,0,0,0,0,0,0,Light_Load
3.92,7.06,0.0,0.0,48.54,100.0,10800,1,0,1,0,0,0,0,0,0,Light_Load
4.75,8.78,0.0,0.0,47.58,100.0,11700,1,0,1,0,0,0,0,0,0,Light_Load
3.92,7.27,0.0,0.0,47.46,100.0,12600,1,0,1,0,0,0,0,0,0,Light_Load
3.06,6.12,0.0,0.0,44.72,100.0,13500,1,0,1,0,0,0,0,0,0,Light_Load
3.06,6.12,0.0,0.0,44.72,100.0,14400,1,0,1,0,0,0,0,0,0,Light_Load
3.06,6.16,0.0,0.0,44.49,100.0,15300,1,0,1,0,0,0,0,0,0,Light_Load
3.06,6.23,0.0,0.0,44.09,100.0,16200,1,0,1,0,0,0,0,0,0,Light_Load
3.06,6.3,0.0,0.0,43.69,100.0,17100,1,0,1,0,0,0,0,0,0,Light_Load
3.1,6.16,0.0,0.0,44.95,100.0,18000,1,0,1,0,0,0,0,0,0,Light_Load
3.06,6.23,0.0,0.0,44.09,100.0,18900,1,0,1,0,0,0,0,0,0,Light_Load
3.02,5.9,0.0,0.0,45.56,100.0,19800,1,0,1,0,0,0,0,0,0,Light_Load
3.02,6.05,0.0,0.0,44.66,100.0,20700,1,0,1,0,0,0,0,0,0,Light_Load
2.99,5.87,0.0,0.0,45.39,100.0,21600,1,0,1,0,0,0,0,0,0,Light_Load
3.02,5.98,0.0,0.0,45.08,100.0,22500,1,0,1,0,0,0,0,0,0,Light_Load
3.02,6.12,0.0,0.0,44.25,100.0,23400,1,0,1,0,0,0,0,0,0,Light_Load
3.56,6.73,0.0,0.0,46.76,100.0,24300,1,0,1,0,0,0,0,0,0,Light_Load
3.1,6.19,0.0,0.0,44.78,100.0,25200,1,0,1,0,0,0,0,0,0,Light_Load
2.95,5.8,0.0,0.0,45.34,100.0,26100,1,0,1,0,0,0,0,0,0,Light_Load
4.03,7.49,0.0,0.0,47.38,100.0,27000,1,0,1,0,0,0,0,0,0,Light_Load
4.68,7.67,0.0,0.0,52.09,100.0,27900,1,0,1,0,0,0,0,0,0,Light_Load
4.57,7.2,0.0,0.0,53.59,100.0,28800,1,0,1,0,0,0,0,0,0,Light_Load
36.68,32.22,0.0,0.02,75.13,100.0,29700,1,0,1,0,0,0,0,0,0,Light_Load
93.46,70.96,0.0,0.04,79.64,100.0,30600,1,0,1,0,0,0,0,0,0,Light_Load
122.4,88.16,0.0,0.06,81.14,100.0,31500,1,0,1,0,0,0,0,0,0,Light_Load
66.35,35.78,0.0,0.03,88.02,100.0,32400,1,0,1,0,0,0,0,0,0,Light_Load
122.98,67.0,0.0,0.06,87.81,100.0,33300,1,0,1,0,0,0,0,0,0,Medium_Load
115.45,55.08,0.0,0.05,90.25,100.0,34200,1,0,1,0,0,0,0,0,0,Medium_Load
78.66,35.93,0.0,0.04,90.96,100.0,35100,1,0,1,0,0,0,0,0,0,Medium_Load
67.18,39.92,0.0,0.03,85.97,100.0,36000,1,0,1,0,0,0,0,0,0,Medium_Load
51.77,27.4,0.0,0.02,88.38,100.0,36900,1,0,1,0,0,0,0,0,0,Maximum_Load
52.38,31.36,0.0,0.02,85.8,100.0,37800,1,0,1,0,0,0,0,0,0,Maximum_Load
50.94,28.98,0.0,0.02,86.92,100.0,38700,1,0,1,0,0,0,0,0,0,Maximum_Load
52.74,31.14,0.0,0.02,86.11,100.0,39600,1,0,1,0,0,0,0,0,0,Maximum_Load
57.67,34.6,0.0,0.03,85.75,100.0,40500,1,0,1,0,0,0,0,0,0,Maximum_Load
52.38,29.34,0.0,0.02,87.25,100.0,41400,1,0,1,0,0,0,0,0,0,Maximum_Load
42.08,20.27,0.0,0.02,90.09,100.0,42300,1,0,1,0,0,0,0,0,0,Maximum_Load
37.26,22.93,1.51,0.02,85.17,99.92,43200,1,0,1,0,0,0,0,0,0,Maximum_Load
5.15,0.0,17.39,0.0,100.0,28.4,44100,1,0,1,0,0,0,0,0,0,Medium_Load
5.18,0.0,17.14,0.0,100.0,28.93,45000,1,0,1,0,0,0,0,0,0,Medium_Load
5.33,0.0,16.13,0.0,100.0,31.38,45900,1,0,1,0,0,0,0,0,0,Medium_Load
4.14,0.0,10.98,0.0,100.0,35.28,46800,1,0,1,0,0,0,0,0,0,Medium_Load
26.21,7.88,3.28,0.01,95.77,99.23,47700,1,0,1,0,0,0,0,0,0,Maximum_Load
51.26,28.4,0.0,0.02,87.47,100.0,48600,1,0,1,0,0,0,0,0,0,Maximum_Load
53.39,31.61,0.0,0.02,86.05,100.0,49500,1,0,1,0,0,0,0,0,0,Maximum_Load
49.1,32.8,0.0,0.02,83.15,100.0,50400,1,0,1,0,0,0,0,0,0,Maximum_Load
64.19,51.01,0.0,0.03,78.29,100.0,51300,1,0,1,0,0,0,0,0,0,Maximum_Load
57.38,37.87,0.0,0.03,83.46,100.0,52200,1,0,1,0,0,0,0,0,0,Maximum_Load
54.36,32.62,0.0,0.02,85.75,100.0,53100,1,0,1,0,0,0,0,0,0,Maximum_Load
56.63,35.46,0.0,0.03,84.76,100.0,54000,1,0,1,0,0,0,0,0,0,Maximum_Load
62.5,30.92,0.0,0.03,89.63,100.0,54900,1,0,1,0,0,0,0,0,0,Maximum_Load
89.68,58.18,0.0,0.04,83.89,100.0,55800,1,0,1,0,0,0,0,0,0,Maximum_Load
61.42,40.46,0.0,0.03,83.51,100.0,56700,1,0,1,0,0,0,0,0,0,Maximum_Load
99.36,63.68,0.0,0.05,84.19,100.0,57600,1,0,1,0,0,0,0,0,0,Maximum_Load
88.49,54.18,0.0,0.04,85.28,100.0,58500,1,0,1,0,0,0,0,0,0,Maximum_Load
89.86,55.04,0.0,0.04,85.28,100.0,59400,1,0,1,0,0,0,0,0,0,Maximum_Load
56.66,36.4,0.0,0.03,84.13,100.0,60300,1,0,1,0,0,0,0,0,0,Maximum_Load
56.95,35.17,0.0,0.03,85.08,100.0,61200,1,0,1,0,0,0,0,0,0,Maximum_Load
48.56,25.96,0.0,0.02,88.19,100.0,62100,1,0,1,0,0,0,0,0,0,Medium_Load
39.71,11.84,0.04,0.02,95.83,100.0,63000,1,0,1,0,0,0,0,0,0,Medium_Load
30.64,1.12,0.83,0.01,99.93,99.96,63900,1,0,1,0,0,0,0,0,0,Medium_Load
30.74,6.62,0.36,0.01,97.76,99.99,64800,1,0,1,0,0,0,0,0,0,Medium_Load
43.13,27.9,0.0,0.02,83.96,100.0,65700,1,0,1,0,0,0,0,0,0,Medium_Load
63.9,45.83,0.0,0.03,81.26,100.0,66600,1,0,1,0,0,0,0,0,0,Medium_Load
53.6,30.28,0.0,0.02,87.07,100.0,67500,1,0,1,0,0,0,0,0,0,Medium_Load
69.52,47.77,0.0,0.03,82.42,100.0,68400,1,0,1,0,0,0,0,0,0,Medium_Load
68.08,46.51,0.0,0.03,82.57,100.0,69300,1,0,1,0,0,0,0,0,0,Medium_Load
50.54,33.98,0.0,0.02,82.99,100.0,70200,1,0,1,0,0,0,0,0,0,Medium_Load
43.96,31.07,0.0,0.02,81.66,100.0,71100,1,0,1,0,0,0,0,0,0,Medium_Load
60.19,45.65,0.0,0.03,79.68,100.0,72000,1,0,1,0,0,0,0,0,0,Medium_Load
55.8,39.35,0.0,0.03,81.72,100.0,72900,1,0,1,0,0,0,0,0,0,Medium_Load
61.52,43.78,0.0,0.03,81.48,100.0,73800,1,0,1,0,0,0,0,0,0,Medium_Load
48.78,27.11,0.0,0.02,87.41,100.0,74700,1,0,1,0,0,0,0,0,0,Medium_Load
39.35,14.51,0.0,0.02,93.82,100.0,75600,1,0,1,0,0,0,0,0,0,Medium_Load
65.92,21.28,0.0,0.03,95.16,100.0,76500,1,0,1,0,0,0,0,0,0,Medium_Load
74.95,26.46,0.0,0.03,94.3,100.0,77400,1,0,1,0,0,0,0,0,0,Medium_Load
47.99,12.38,0.0,0.02,96.83,100.0,78300,1,0,1,0,0,0,0,0,0,Medium_Load
74.84,23.87,0.0,0.03,95.27,100.0,79200,1,0,1,0,0,0,0,0,0,Medium_Load
47.59,38.74,0.0,0.02,77.55,100.0,80100,1,0,1,0,0,0,0,0,0,Medium_Load
44.5,36.76,0.0,0.02,77.1,100.0,81000,1,0,1,0,0,0,0,0,0,Medium_Load
80.96,54.07,0.0,0.04,83.16,100.0,81900,1,0,1,0,0,0,0,0,0,Medium_Load
54.07,44.42,0.0,0.02,77.27,100.0,82800,1,0,1,0,0,0,0,0,0,Medium_Load
42.44,42.37,0.0,0.02,70.77,100.0,83700,1,0,1,0,0,0,0,0,0,Light_Load
73.01,48.82,0.0,0.03,83.13,100.0,84600,1,0,1,0,0,0,0,0,0,Light_Load
61.2,38.66,0.0,0.03,84.54,100.0,85500,1,0,1,0,0,0,0,0,0,Light_Load
86.83,56.16,0.0,0.04,83.97,100.0,0,1,0,1,0,0,0,0,0,0,Light_Load
64.33,45.76,0.0,0.03,81.49,100.0,900,0,1,0,0,1,0,0,0,0,Light_Load
45.22,30.71,0.0,0.02,82.73,100.0,1800,0,1,0,0,1,0,0,0,0,Light_Load
19.84,17.06,0.0,0.01,75.82,100.0,2700,0,1,0,0,1,0,0,0,0,Light_Load
7.09,7.67,0.0,0.0,67.88,100.0,3600,0,1,0,0,1,0,0,0,0,Light_Load
5.72,7.06,0.0,0.0,62.95,100.0,4500,0,1,0,0,1,0,0,0,0,Light_Load
4.75,6.52,0.0,0.0,58.88,100.0,5400,0,1,0,0,1,0,0,0,0,Light_Load
4.68,6.8,0.0,0.0,56.69,100.0,6300,0,1,0,0,1,0,0,0,0,Light_Load
4.64,6.55,0.0,0.0,57.81,100.0,7200,0,1,0,0,1,0,0,0,0,Light_Load
3.6,6.34,0.0,0.0,49.38,100.0,8100,0,1,0,0,1,0,0,0,0,Light_Load
3.56,6.7,0.0,0.0,46.92,100.0,9000,0,1,0,0,1,0,0,0,0,Light_Load
3.6,6.7,0.0,0.0,47.33,100.0,9900,0,1,0,0,1,0,0,0,0,Light_Load
3.53,6.66,0.0,0.0,46.83,100.0,10800,0,1,0,0,1,0,0,0,0,Light_Load
3.49,6.59,0.0,0.0,46.8,100.0,11700,0,1,0,0,1,0,0,0,0,Light_Load
3.49,6.62,0.0,0.0,46.64,100.0,12600,0,1,0,0,1,0,0,0,0,Light_Load
3.53,6.77,0.0,0.0,46.23,100.0,13500,0,1,0,0,1,0,0,0,0,Light_Load
3.49,6.55,0.0,0.0,47.02,100.0,14400,0,1,0,0,1,0,0,0,0,Light_Load
3.49,6.52,0.0,0.0,47.19,100.0,15300,0,1,0,0,1,0,0,0,0,Light_Load
3.49,6.59,0.0,0.0,46.8,100.0,16200,0,1,0,0,1,0,0,0,0,Light_Load
3.53,6.52,0.0,0.0,47.61,100.0,17100,0,1,0,0,1,0,0,0,0,Light_Load
3.53,6.95,0.0,0.0,45.28,100.0,18000,0,1,0,0,1,0,0,0,0,Light_Load
3.6,6.84,0.0,0.0,46.57,100.0,18900,0,1,0,0,1,0,0,0,0,Light_Load
3.42,6.55,0.0,0.0,46.28,100.0,19800,0,1,0,0,1,0,0,0,0,Light_Load
2.99,5.15,0.0,0.0,50.21,100.0,20700,0,1,0,0,1,0,0,0,0,Light_Load
3.56,6.91,0.0,0.0,45.8,100.0,21600,0,1,0,0,1,0,0,0,0,Light_Load
3.17,5.94,0.0,0.0,47.08,100.0,22500,0,1,0,0,1,0,0,0,0,Light_Load
2.81,4.93,0.0,0.0,49.52,100.0,23400,0,1,0,0,1,0,0,0,0,Light_Load
2.84,5.04,0.0,0.0,49.09,100.0,24300,0,1,0,0,1,0,0,0,0,Light_Load
2.84,4.9,0.0,0.0,50.15,100.0,25200,0,1,0,0,1,0,0,0,0,Light_Load
2.88,4.79,0.0,0.0,51.53,100.0,26100,0,1,0,0,1,0,0,0,0,Light_Load
2.88,4.75,0.0,0.0,51.85,100.0,27000,0,1,0,0,1,0,0,0,0,Light_Load
3.6,6.19,0.0,0.0,50.27,100.0,27900,0,1,0,0,1,0,0,0,0,Light_Load
3.78,6.34,0.0,0.0,51.21,100.0,28800,0,1,0,0,1,0,0,0,0,Light_Load
18.0,18.11,0.0,0.01,70.49,100.0,29700,0,1,0,0,1,0,0,0,0,Light_Load
43.06,37.26,0.0,0.02,75.62,100.0,30600,0,1,0,0,1,0,0,0,0,Light_Load
52.81,33.16,0.0,0.02,84.69,100.0,31500,0,1,0,0,1,0,0,0,0,Light_Load
39.92,12.56,0.0,0.02,95.39,100.0,32400,0,1,0,0,1,0,0,0,0,Light_Load
62.5,20.99,0.0,0.03,94.8,100.0,33300,0,1,0,0,1,0,0,0,0,Medium_Load
48.1,22.79,0.0,0.02,90.37,100.0,34200,0,1,0,0,1,0,0,0,0,Medium_Load
50.26,23.0,0.0,0.02,90.93,100.0,35100,0,1,0,0,1,0,0,0,0,Medium_Load
50.87,24.05,0.0,0.02,90.41,100.0,36000,0,1,0,0,1,0,0,0,0,Medium_Load
45.22,20.27,0.0,0.02,91.25,100.0,36900,0,1,0,0,1,0,0,0,0,Maximum_Load
59.18,31.61,0.0,0.03,88.21,100.0,37800,0,1,0,0,1,0,0,0,0,Maximum_Load
71.42,31.32,0.0,0.03,91.58,100.0,38700,0,1,0,0,1,0,0,0,0,Maximum_Load
95.62,52.02,0.0,0.04,87.84,100.0,39600,0,1,0,0,1,0,0,0,0,Maximum_Load
59.98,26.06,0.0,0.03,91.72,100.0,40500,0,1,0,0,1,0,0,0,0,Maximum_Load
64.26,37.3,0.0,0.03,86.49,100.0,41400,0,1,0,0,1,0,0,0,0,Maximum_Load
60.08,35.53,0.0,0.03,86.07,100.0,42300,0,1,0,0,1,0,0,0,0,Maximum_Load
28.73,17.35,4.9,0.01,85.6,98.58,43200,0,1,0,0,1,0,0,0,0,Maximum_Load
5.65,0.0,15.95,0.0,100.0,33.39,44100,0,1,0,0,1,0,0,0,0,Medium_Load
6.01,0.0,16.09,0.0,100.0,34.99,45000,0,1,0,0,1,0,0,0,0,Medium_Load
6.59,0.0,16.24,0.0,100.0,37.6,45900,0,1,0,0,1,0,0,0,0,Medium_Load
6.52,0.0,16.42,0.0,100.0,36.9,46800,0,1,0,0,1,0,0,0,0,Medium_Load
26.57,8.03,5.29,0.01,95.72,98.08,47700,0,1,0,0,1,0,0,0,0,Maximum_Load
62.96,25.92,0.0,0.03,92.47,100.0,48600,0,1,0,0,1,0,0,0,0,Maximum_Load
104.44,46.4,0.0,0.05,91.39,100.0,49500,0,1,0,0,1,0,0,0,0,Maximum_Load
66.35,26.24,0.0,0.03,92.99,100.0,50400,0,1,0,0,1,0,0,0,0,Maximum_Load
80.96,40.72,0.0,0.04,89.34,100.0,51300,0,1,0,0,1,0,0,0,0,Maximum_Load
84.49,37.01,0.0,0.04,91.6,100.0,52200,0,1,0,0,1,0,0,0,0,Maximum_Load
67.14,33.7,0.0,0.03,89.37,100.0,53100,0,1,0,0,1,0,0,0,0,Maximum_Load
67.61,34.56,0.0,0.03,89.04,100.0,54000,0,1,0,0,1,0,0,0,0,Maximum_Load
104.51,48.64,0.0,0.05,90.66,100.0,54900,0,1,0,0,1,0,0,0,0,Maximum_Load
79.24,33.8,0.0,0.04,91.98,100.0,55800,0,1,0,0,1,0,0,0,0,Maximum_Load
73.84,38.66,0.0,0.03,88.59,100.0,56700,0,1,0,0,1,0,0,0,0,Maximum_Load
72.9,32.26,0.0,0.03,91.45,100.0,57600,0,1,0,0,1,0,0,0,0,Maximum_Load
74.45,34.78,0.0,0.03,90.6,100.0,58500,0,1,0,0,1,0,0,0,0,Maximum_Load
71.78,30.02,0.0,0.03,92.26,100.0,59400,0,1,0,0,1,0,0,0,0,Maximum_Load
103.82,45.5,0.0,0.05,91.59,100.0,60300,0,1,0,0,1,0,0,0,0,Maximum_Load
38.12,12.56,0.0,0.02,94.98,100.0,61200,0,1,0,0,1,0,0,0,0,Maximum_Load
47.7,13.79,0.0,0.02,96.07,100.0,62100,0,1,0,0,1,0,0,0,0,Medium_Load
32.36,8.28,0.04,0.01,96.88,100.0,63000,0,1,0,0,1,0,0,0,0,Medium_Load
34.2,10.12,0.04,0.02,95.89,100.0,63900,0,1,0,0,1,0,0,0,0,Medium_Load
40.18,23.98,0.0,0.02,85.87,100.0,64800,0,1,0,0,1,0,0,0,0,Medium_Load
33.91,17.53,0.0,0.02,88.83,100.0,65700,0,1,0,0,1,0,0,0,0,Medium_Load
10.51,2.2,8.64,0.0,97.88,77.25,66600,0,1,0,0,1,0,0,0,0,Medium_Load
5.29,0.0,18.04,0.0,100.0,28.14,67500,0,1,0,0,1,0,0,0,0,Medium_Load
4.93,0.0,18.07,0.0,100.0,26.32,68400,0,1,0,0,1,0,0,0,0,Medium_Load
4.18,0.0,18.0,0.0,100.0,22.62,69300,0,1,0,0,1,0,0,0,0,Medium_Load
3.71,0.0,17.96,0.0,100.0,20.23,70200,0,1,0,0,1,0,0,0,0,Medium_Load
3.71,0.0,18.0,0.0,100.0,20.19,71100,0,1,0,0,1,0,0,0,0,Medium_Load
3.74,0.0,17.96,0.0,100.0,20.39,72000,0,1,0,0,1,0,0,0,0,Medium_Load
3.67,0.0,18.0,0.0,100.0,19.98,72900,0,1,0,0,1,0,0,0,0,Medium_Load
3.6,0.0,18.0,0.0,100.0,19.61,73800,0,1,0,0,1,0,0,0,0,Medium_Load
3.64,0.0,17.93,0.0,100.0,19.9,74700,0,1,0,0,1,0,0,0,0,Medium_Load
3.64,0.0,17.93,0.0,100.0,19.9,75600,0,1,0,0,1,0,0,0,0,Medium_Load
3.67,0.0,18.07,0.0,100.0,19.9,76500,0,1,0,0,1,0,0,0,0,Medium_Load
3.71,0.0,18.0,0.0,100.0,20.19,77400,0,1,0,0,1,0,0,0,0,Medium_Load
3.64,0.0,18.04,0.0,100.0,19.78,78300,0,1,0,0,1,0,0,0,0,Medium_Load
3.6,0.0,17.64,0.0,100.0,20.0,79200,0,1,0,0,1,0,0,0,0,Medium_Load
3.42,6.34,0.14,0.0,47.48,99.92,80100,0,1,0,0,1,0,0,0,0,Medium_Load
3.42,6.73,0.0,0.0,45.3,100.0,81000,0,1,0,0,1,0,0,0,0,Medium_Load
3.46,6.66,0.0,0.0,46.1,100.0,81900,0,1,0,0,1,0,0,0,0,Medium_Load
4.0,6.73,0.0,0.0,51.09,100.0,82800,0,1,0,0,1,0,0,0,0,Medium_Load
4.39,6.23,0.0,0.0,57.6,100.0,83700,0,1,0,0,1,0,0,0,0,Light_Load
3.35,5.83,0.0,0.0,49.82,100.0,84600,0,1,0,0,1,0,0,0,0,Light_Load
