Age,No_of_orders_placed,is_premium_member,Women’s_Clothing,Men’s_Clothing,Kid’s_Clothing,Home_&_Living,Beauty,Electronics,Gender_Female,Gender_Male,Gender_Not_Specified,Preferred_Theme
31.0,9.0,0,2.076807259,9.177665401,4.780025808,2.881234938,1.508840934,6.389488059,0,1,0,New_UI
44.0,10.0,0,2.004288647,1.269963877,5.038927122,7.735090351,7.459883547,4.514137092,1,0,0,Old_UI
16.0,10.0,1,7.31911764,1.86890662,8.86679044,7.382280204,8.241990882,-22.0,1,0,0,Old_UI
35.0,15.0,0,3.199979136,1.798350049,7.439480353,0.71234088,0.697235718,4.496630946,0,1,0,Old_UI
27.0,7.0,0,0.983680248,8.59334966,-0.082975413,2.603447748,2.258965732,9.317046031,0,1,0,Old_UI
28.0,10.0,0,0.309837418,8.480283679,-0.308997812,3.194647775,1.673101893,8.722199683,0,1,0,New_UI
20.0,5.0,0,1.581084455,0.614514277,,7.371746953,7.521176611,-22.0,1,0,0,New_UI
27.0,10.0,0,0.914886166,2.573043115,4.522978165,0.665911897,1.039584839,8.230318479,0,1,0,New_UI
30.0,10.0,0,0.262756064,8.672311469,4.220929562,3.211106981,2.062481895,8.742400506,0,1,0,New_UI
22.0,14.0,1,7.448698264,2.879277944,4.602743042,6.353010466,7.998635529,2.45447534,1,0,0,Old_UI
21.0,10.0,0,1.330081542,9.07884871,,4.636015098,0.58870301,9.410533716,0,1,0,Old_UI
36.0,6.0,0,7.157175043,3.351353729,7.16126415,7.379623057,4.694272995,2.870945703,1,0,0,New_UI
32.0,10.0,0,1.458108327,9.086159467,4.230549342,2.965783526,0.330540146,8.723946795,0,1,0,Old_UI
40.0,12.0,0,6.984339277,2.249543971,7.26638712,8.470499631,9.173402611,4.426625856,1,0,0,Old_UI
33.0,3.0,0,2.270496456,9.66556898,1.57397589,0.611049668,1.309125445,7.981530292,0,1,0,Old_UI
37.0,9.0,0,3.489899169,1.92144135,2.518300185,4.198414406,2.192353374,3.707787759,1,0,0,Old_UI
22.0,12.0,0,6.617043933,2.149962137,7.537734643,6.074599864,8.034187084,2.324876853,1,0,0,Old_UI
,15.0,0,3.550652894,0.986487314,8.755712405,1.099256027,1.162588975,6.044628559,0,1,0,Old_UI
,10.0,0,0.650477139,1.65279334,0.318340655,6.01954844,3.10126635,3.277103512,0,1,0,New_UI
16.0,10.0,0,0.566113153,8.554227209,0.638339499,0.752707915,0.812924216,9.004227428,0,1,0,New_UI
20.0,7.0,1,-33.0,2.790334303,2.060397681,4.510347009,2.672519962,-99.0,1,0,0,New_UI
22.0,3.0,0,7.593729614,2.855359457,8.779278555,9.021955021,7.832961726,4.959730391,1,0,0,Old_UI
16.0,10.0,0,3.712957144,4.475835074,2.723884964,4.135395945,0.782342972,7.4008028,0,1,0,New_UI
23.0,10.0,1,0.336144018,2.015981356,0.181007281,2.798590843,0.822486955,9.020540058,0,1,0,New_UI
32.0,6.0,0,2.159228223,8.730854656,4.105199484,3.125282416,12.77060901,9.331343394,0,1,0,New_UI
35.0,,0,4.113895181,4.498479242,6.761204504,4.550061293,1.206053289,5.724743474,0,1,0,New_UI
18.0,14.0,1,4.042318083,0.804755017,3.880026498,3.92175236,0.575885224,0.885087041,0,0,1,Old_UI
29.0,14.0,0,1.539632119,8.623427891,,3.174075221,2.83749242,8.443999505,0,1,0,New_UI
,10.0,0,6.248407566,2.562147214,8.836304708,6.095225011,8.898010064,0.747037414,1,0,0,Old_UI
33.0,8.0,0,4.424034083,2.613076703,4.626341845,5.498841863,5.132326296,4.405707523,1,0,0,Old_UI
18.0,10.0,0,3.112860619,8.734217661,4.458610286,4.641883181,1.065756106,8.702183476,0,1,0,Old_UI
33.0,10.0,0,2.115221991,3.023343425,5.478127786,6.035416058,6.907493743,3.162066886,1,0,0,Old_UI
22.0,10.0,0,7.75053498,0.659496992,5.113809625,8.538134528,7.718851537,2.646739306,1,0,0,New_UI
36.0,,0,6.277468306,8.052979393,6.797596116,4.500979558,9.70928175,9.123265294,1,0,0,Old_UI
24.0,3.0,0,7.005896366,1.361980537,6.386134322,8.86243519,7.324125608,3.501903125,1,0,0,Old_UI
33.0,10.0,0,-44.0,3.190003391,4.088842219,4.849781304,1.850187616,7.26775827,0,0,1,Old_UI
22.0,7.0,0,-77.0,1.327972352,2.810529937,7.091853443,7.261120664,2.591201319,1,0,0,Old_UI
20.0,10.0,0,1.410437825,3.330577458,4.687637252,2.778908402,0.602192744,9.760189833,0,1,0,Old_UI
28.0,,0,2.998871206,3.252702848,9.035245093,2.030960818,2.897058606,4.019856339,1,0,0,New_UI
34.0,7.0,0,6.846254052,1.779173424,8.941862282,6.453329626,8.305500219,5.166155853,1,0,0,New_UI
,11.0,1,5.185936339,4.084365014,6.634313635,7.72546478,7.74313722,2.275773198,1,0,0,Old_UI
33.0,4.0,1,5.243825993,3.276509069,,4.367412335,7.501021167,9.09762935,0,1,0,Old_UI
32.0,7.0,0,7.920651396,1.802305298,9.187987952,8.862156882,7.315765466,4.878220297,1,0,0,Old_UI
32.0,8.0,0,0.946127227,8.870423953,0.718006016,1.496988796,1.220528549,4.049873188,0,1,0,New_UI
30.0,6.0,1,1.151198688,9.293769896,,5.264216936,0.787449316,9.092219601,0,1,0,New_UI
29.0,12.0,0,1.028173315,8.935088755,0.070286029,2.600413002,1.058612846,8.681749069,0,1,0,New_UI
18.0,5.0,0,8.199106701,2.152741569,6.690367507,6.638320753,8.600014609,1.53205625,1,0,0,Old_UI
21.0,8.0,0,0.655843961,8.817749379,,3.348888526,1.003129712,9.282414527,0,1,0,Old_UI
25.0,7.0,0,0.782386621,9.002368636,5.907456728,3.842385363,7.925732926,9.009285133,1,0,0,Old_UI
19.0,7.0,0,8.007664064,3.195977563,5.421743449,6.81800533,6.395321446,3.261575451,1,0,0,New_UI
,10.0,1,8.115158959,1.506743923,8.696477841,6.722941337,7.5445737,3.472281056,1,0,0,Old_UI
27.0,3.0,1,7.664520833,2.20843596,6.269531138,2.160746719,9.0582522,0.890061228,0,0,1,Old_UI
33.0,4.0,0,5.241043587,4.35994707,8.658914234,7.787187598,2.159485355,3.004106064,1,0,0,New_UI
32.0,7.0,0,4.910381093,3.25772562,2.748050779,7.487268976,9.542554559,2.50334951,1,0,0,New_UI
,1.0,1,6.073938349,2.151337822,7.599609758,6.102798864,3.750152433,7.118651624,0,1,0,Old_UI
26.0,10.0,0,2.437470155,3.836579663,0.487948949,3.000781548,0.657321509,8.326481691,0,1,0,New_UI
17.0,3.0,0,2.212039631,5.219112533,2.549637639,1.107567839,2.195669153,8.426426193,0,1,0,New_UI
31.0,10.0,0,9.236396646,2.742952627,,6.492481682,7.497127394,3.328191213,1,0,0,Old_UI
16.0,12.0,1,2.622799468,2.202309746,0.172261773,3.648821335,1.521486068,9.593642908,1,0,0,New_UI
32.0,14.0,0,1.189993253,5.142466551,0.759956312,5.283053043,7.723233138,4.349867197,1,0,0,Old_UI
30.0,,0,0.512093024,9.338566316,1.392734081,3.001817518,1.032157097,8.437237798,0,1,0,Old_UI
20.0,3.0,0,0.547123556,2.214663302,4.814016608,6.428470403,5.429691175,1.805127177,1,0,0,Old_UI
32.0,11.0,1,4.057730574,3.376524575,7.568426784,8.467862494,8.779991379,0.56390262,1,0,0,New_UI
31.0,9.0,1,0.991223639,7.390718918,0.549220356,2.789767155,-0.109748126,8.270961972,0,0,1,New_UI
34.0,10.0,0,7.188243372,1.228791082,4.487638918,7.475771,0.810286457,6.391468515,0,1,0,New_UI
32.0,10.0,0,4.232662384,2.829424195,4.938119144,4.461519071,0.751422249,5.221471477,1,0,0,Old_UI
21.0,8.0,1,0.844764001,2.786170542,3.890616574,2.541822443,0.968812153,7.855246772,0,1,0,New_UI
31.0,10.0,0,-77.0,0.811964241,0.171267849,3.47458157,0.970418891,8.363208175,0,1,0,Old_UI
,9.0,0,5.021390271,2.264507124,5.40942707,7.308586701,5.241881772,6.546988159,0,0,1,New_UI
15.0,12.0,1,2.956603544,1.553298962,3.626319804,,4.727864178,8.073426852,0,0,1,Old_UI
15.0,14.0,1,4.152408141,2.923244701,4.982708065,6.386739327,9.227931778,0.694555064,1,0,0,Old_UI
32.0,0.0,0,0.493055178,6.825675321,3.065988659,3.066263343,3.122891273,3.870603542,0,1,0,New_UI
31.0,9.0,0,7.849734327,2.663980204,9.284089565,6.834025841,7.5531483,2.897267357,1,0,0,Old_UI
17.0,12.0,1,7.054867283,2.898828508,1.141072055,8.261998942,2.060508278,4.654391026,0,0,1,Old_UI
28.0,3.0,1,1.900809126,9.162409242,6.948663481,4.585698106,1.214184925,4.118414214,0,1,0,New_UI
28.0,12.0,1,8.192390158,0.718719802,2.753634923,7.986241303,3.974448765,3.496595417,1,0,0,Old_UI
27.0,10.0,0,0.435770221,9.103643064,0.291589538,,0.981428691,8.356008245,0,1,0,Old_UI
30.0,10.0,0,2.36666138,3.098577524,0.168029858,3.168809096,0.572567378,8.324235251,0,0,1,Old_UI
45.0,5.0,1,3.364129436,3.306554373,4.453385346,,4.925559123,4.261251833,0,0,1,Old_UI
35.0,7.0,0,7.425302481,1.930533941,4.865178653,3.686353611,7.572228021,2.099332346,1,0,0,Old_UI
31.0,10.0,0,3.186847821,5.589639805,0.874358695,4.986296919,8.906864143,7.521266907,0,1,0,New_UI
30.0,14.0,1,8.374600085,0.695666476,8.741536545,6.485953579,8.002221695,3.053206039,1,0,0,Old_UI
32.0,10.0,0,0.345062634,8.782943162,0.429930691,5.193474906,-8.182531327,8.821930952,0,1,0,New_UI
22.0,11.0,0,6.79132146,2.422075834,5.041463347,5.273102657,7.983221658,2.578465731,1,0,0,Old_UI
36.0,12.0,1,1.250744787,3.717411758,7.262183372,,2.85476307,4.144940688,0,1,0,New_UI
26.0,8.0,1,5.62125674,3.836918283,3.996716231,3.03635157,4.056450177,6.089386407,0,0,1,Old_UI
21.0,10.0,0,1.603184083,8.675208518,0.10900823,,2.073906838,8.592314335,0,1,0,New_UI
21.0,14.0,0,7.085175234,3.233314907,6.338961964,5.256149566,9.420991245,1.562781857,1,0,0,Old_UI
32.0,10.0,0,4.929245878,1.448581546,5.61378003,5.745244964,6.857355706,3.716583135,1,0,0,Old_UI
32.0,7.0,0,7.279011406,1.655796057,0.833961091,5.407007808,7.256509532,2.142051624,1,0,0,Old_UI
21.0,10.0,1,0.925043319,6.540953926,0.448895634,3.179272615,1.067118242,9.999038006,0,1,0,Old_UI
25.0,3.0,0,5.647983227,3.966444204,6.7428851,5.82659741,8.179416686,2.000141396,1,0,0,Old_UI
29.0,7.0,0,0.525827548,8.777995532,0.20622415,3.119451247,0.691345007,7.950142903,0,1,0,New_UI
,10.0,0,1.245750922,8.796124155,1.882822399,2.843471848,0.702656943,9.176737319,0,1,0,New_UI
26.0,10.0,0,0.895384685,8.627328845,,1.755780185,1.068840774,9.296897707,0,1,0,New_UI
46.0,12.0,1,3.913583953,3.445818375,8.781879959,2.258817991,6.286247545,0.98439973,1,0,0,Old_UI
21.0,10.0,0,0.496705651,8.766524254,4.385453778,3.773075694,0.492270923,8.207523854,0,1,0,New_UI
25.0,12.0,1,3.912067792,2.851601268,4.997753277,4.554336612,2.224764796,-77.0,0,0,1,Old_UI
32.0,10.0,0,0.612549763,9.056682949,0.654875454,3.68302952,0.759327358,7.872631058,0,1,0,New_UI
30.0,6.0,0,3.672074695,1.756425259,5.606100727,7.025523995,0.129674453,5.629260967,1,0,0,Old_UI
22.0,12.0,0,2.102027304,2.334800934,,7.917613868,8.095387774,4.759014482,1,0,0,Old_UI
32.0,10.0,0,7.814368165,3.82916186,5.857044359,7.570522389,0.303068062,2.881467673,1,0,0,Old_UI
29.0,12.0,1,1.189178013,6.37899748,6.547290496,3.302971524,0.829944781,6.361503376,0,0,1,Old_UI
22.0,14.0,1,7.895235702,2.689746943,6.668831491,8.047840737,7.168421991,1.060568793,1,0,0,Old_UI
30.0,12.0,1,7.106810779,1.832688936,0.867699074,4.419034242,0.781525219,5.354585868,1,0,0,Old_UI
29.0,10.0,0,0.935646398,7.758319171,2.578393948,3.388102832,0.76960969,6.865302954,0,1,0,New_UI
22.0,9.0,0,3.663167235,8.807687468,2.667089105,4.76187279,4.777274117,8.190089891,0,0,1,New_UI
20.0,12.0,1,8.513961916,1.426454422,8.713713088,5.728968117,8.668513327,1.993535869,1,0,0,Old_UI
47.0,,0,0.747821605,7.51682888,6.733381792,4.628218043,0.84611111,2.058860756,1,0,0,New_UI
27.0,,0,0.670955983,3.786910724,5.373806147,2.713149957,0.786951024,8.810187801,0,1,0,Old_UI
17.0,5.0,1,6.976069538,2.773771154,5.524840706,6.150878238,8.627377811,3.106710581,1,0,0,New_UI
28.0,,0,0.615037401,9.009944021,,3.196659654,0.822217446,9.187714666,0,1,0,New_UI
32.0,14.0,0,5.586267595,0.519941022,5.977081654,6.749638466,8.859523497,3.199654728,1,0,0,Old_UI
35.0,12.0,1,8.02124777,1.07200352,6.999309261,,7.318652855,2.862596779,1,0,0,Old_UI
32.0,7.0,0,1.272975385,9.417197009,4.058840104,3.681573675,0.935217747,8.037771015,0,1,0,New_UI
34.0,8.0,0,3.330030269,9.222274877,0.666462706,2.587294844,2.022689099,-11.0,0,1,0,New_UI
23.0,7.0,0,1.103919418,8.813629823,,3.784986042,0.735780237,8.426329576,0,1,0,New_UI
20.0,6.0,0,7.399200169,2.734003708,6.549612517,6.566546922,7.523590028,2.51614222,1,0,0,Old_UI
26.0,,0,3.179985877,6.04863161,4.158856046,2.026605522,2.740740178,4.917935702,1,0,0,Old_UI
16.0,12.0,1,4.971059995,5.237988022,4.713135059,6.252789123,8.062902917,4.625287905,1,0,0,Old_UI
24.0,8.0,0,6.885607925,2.796201101,8.746234867,,4.950906239,2.586409804,1,0,0,Old_UI
34.0,10.0,0,0.753262483,4.331639727,4.476675035,7.397325702,1.378621689,4.031252995,0,1,0,New_UI
33.0,14.0,0,0.661292417,9.45775018,1.926998713,2.524488768,1.168087517,6.326999699,0,1,0,New_UI
17.0,11.0,1,4.283812014,3.941246986,5.058159833,3.005754572,8.887460293,1.694013355,0,1,0,New_UI
43.0,14.0,0,4.020508431,2.444297601,4.450767968,5.054716638,5.010704989,5.177663833,1,0,0,Old_UI
36.0,3.0,0,3.564581224,9.025440509,4.946073373,3.038492278,2.792194424,8.002680201,0,1,0,Old_UI
28.0,7.0,0,3.238300886,2.028826482,2.662194012,4.276437585,7.345683597,1.774344395,1,0,0,New_UI
33.0,10.0,0,2.483353694,4.543711827,5.366016506,3.359498894,0.336437881,-88.0,0,1,0,New_UI
19.0,3.0,0,-33.0,3.82552606,0.837148275,2.806738036,0.492686783,8.708579955,0,1,0,New_UI
30.0,3.0,0,0.524479306,3.828461005,4.571135958,2.914076133,0.466855773,9.414001558,0,1,0,New_UI
18.0,14.0,0,1.484427367,8.692710655,0.430732272,3.164920892,0.384337224,8.502211241,0,1,0,New_UI
32.0,10.0,0,2.045238039,8.547132928,3.765223351,4.588128308,2.042664797,4.558207147,0,1,0,New_UI
21.0,5.0,0,0.903530007,3.493896676,0.167973181,2.1109994,3.00936943,8.356163207,0,1,0,Old_UI
30.0,8.0,1,0.691432173,0.97133174,0.32880223,0.975731698,3.179115019,3.9371031,0,0,1,New_UI
16.0,14.0,1,3.885432546,3.400744331,3.749705076,2.814856687,0.896398087,4.026377518,0,0,1,Old_UI
28.0,3.0,0,-66.0,8.758255483,1.989861545,2.810629432,1.300202709,7.5978799,0,1,0,Old_UI
28.0,10.0,0,2.434663564,1.16463827,2.518502525,0.836822199,1.055212763,5.474889846,0,1,0,New_UI
26.0,7.0,0,1.828574186,3.22743986,4.510625809,3.819371305,11.0634659,8.603400735,0,1,0,New_UI
33.0,7.0,0,1.66850814,7.837097822,0.317921242,3.829990516,2.094990514,8.59928717,0,1,0,New_UI
18.0,14.0,0,1.252402872,4.563126516,4.480849779,4.143551982,1.892146695,7.408273647,0,1,0,New_UI
20.0,3.0,0,7.602572938,2.498381237,4.752522246,6.968773473,7.418874289,3.374729235,1,0,0,Old_UI
32.0,10.0,0,4.41128453,8.569996295,6.128320236,9.163665854,3.098530185,0.944680869,1,0,0,New_UI
20.0,9.0,0,0.484759481,7.886532866,4.373288941,1.97376447,0.063964715,8.97544991,0,1,0,New_UI
21.0,3.0,1,3.196083331,2.643998298,6.477432789,5.715933899,4.002301014,3.065474044,1,0,0,Old_UI
33.0,7.0,0,7.196406336,2.152256744,,7.573295545,6.365445035,4.314367882,1,0,0,Old_UI
31.0,10.0,0,0.957390217,9.429375341,3.850187204,4.58395969,3.16216821,6.805540318,0,1,0,Old_UI
16.0,10.0,1,2.310507583,8.523089254,3.576519178,4.577367207,1.166811777,8.933294257,0,1,0,New_UI
21.0,3.0,0,3.033021616,7.6284205,2.662482313,2.849677003,0.75005759,7.917491791,0,1,0,New_UI
33.0,6.0,1,0.474533914,8.240419391,2.338355511,2.958498793,1.750889986,8.267561628,0,1,0,New_UI
32.0,4.0,0,0.243181993,9.306537356,-0.245364441,3.154133353,2.030823459,9.035148055,0,1,0,New_UI
19.0,14.0,0,5.041803199,2.99514262,5.60443632,8.756248826,8.510476724,0.991809011,1,0,0,New_UI
36.0,3.0,1,0.820547021,1.966394322,2.670082894,3.219142431,2.103221902,4.810873094,1,0,0,New_UI
,6.0,0,7.326961519,1.306481815,,6.6990784,7.79370382,4.004567775,1,0,0,Old_UI
18.0,10.0,0,0.987999452,8.977366554,4.324305353,4.533427042,1.365612966,8.812279205,0,1,0,New_UI
28.0,8.0,0,1.985569008,1.6219875,,4.349427813,1.968304414,3.336109279,0,1,0,New_UI
19.0,0.0,1,4.211542855,0.306672176,,5.085441783,4.122544518,4.510599133,1,0,0,Old_UI
,7.0,1,7.341063009,3.06804254,9.26015891,5.723421078,9.076023769,2.220810006,1,0,0,Old_UI
,10.0,0,-77.0,9.02464981,4.761044032,3.172098186,0.843549374,9.174389014,0,1,0,Old_UI
29.0,11.0,1,7.735158378,1.740148134,5.38750245,5.640232494,3.02666357,4.470994567,1,0,0,Old_UI
34.0,3.0,0,4.536902786,0.098147197,0.393429705,4.695033526,0.457462197,7.828543094,0,1,0,New_UI
34.0,14.0,1,4.720682635,2.025607639,2.717014767,3.800830351,1.940967568,2.77946559,0,0,1,New_UI
31.0,10.0,0,2.12650921,9.004218134,0.109193826,4.329194612,0.670816773,9.999038006,0,1,0,Old_UI
31.0,7.0,0,0.858790025,8.127894318,4.922075108,2.979968743,-10.17536696,8.677493164,0,1,0,New_UI
32.0,6.0,0,3.150953692,4.319787582,,4.737445395,2.025468714,8.079738148,0,1,0,New_UI
22.0,10.0,0,2.024016314,8.430287377,0.435510719,2.071319824,2.236618854,6.834046139,0,1,0,New_UI
34.0,7.0,0,0.874871036,3.243832436,4.736467783,2.140607216,7.642836851,3.554543518,1,0,0,New_UI
35.0,12.0,1,5.249364867,1.814978625,3.145368239,4.660522499,-9.492501143,8.440213251,0,0,1,Old_UI
20.0,5.0,0,5.995041261,1.97575692,0.74009636,3.898354829,3.120587875,4.233915478,1,0,0,New_UI
34.0,10.0,0,1.056949683,8.551631146,4.066441023,3.180863846,0.986098019,9.091408141,0,1,0,Old_UI
21.0,3.0,1,4.4113602,1.526077969,5.662824889,,8.274271197,4.763873996,1,0,0,Old_UI
24.0,10.0,0,4.961177927,3.518425837,7.208740444,6.882943963,7.701415089,-22.0,1,0,0,New_UI
15.0,7.0,0,7.267576732,3.126534761,6.687799431,3.740980704,4.046790308,2.319075353,1,0,0,New_UI
29.0,7.0,0,-66.0,1.874994265,6.939499045,6.126953168,2.080602356,3.247920912,1,0,0,Old_UI
17.0,10.0,0,1.393157199,6.873828059,5.749151892,4.873216725,0.542203214,8.294691254,0,1,0,Old_UI
23.0,5.0,1,6.176168038,0.763527942,4.858626144,3.147121418,6.259750233,1.598141879,0,1,0,New_UI
32.0,7.0,1,0.071220256,8.909064997,0.573789617,2.681695521,0.932992117,7.860606889,0,1,0,New_UI
33.0,12.0,1,7.568191878,8.699904334,,0.854536312,4.570090071,0.994106698,1,0,0,New_UI
32.0,10.0,1,1.997792718,3.242984218,0.124631319,4.381941744,0.247002226,8.766032798,0,1,0,Old_UI
33.0,,0,1.261601251,9.401072093,,4.44120478,2.004733436,8.706373077,0,1,0,Old_UI
23.0,3.0,1,2.90311429,1.816869824,-0.221781052,3.084940574,0.479776652,7.482662447,0,1,0,Old_UI
28.0,13.0,1,7.229516386,1.969920802,4.769879871,4.749431511,6.710513609,1.703215531,1,0,0,Old_UI
,12.0,1,1.347926408,4.702436021,5.349207157,,5.489827781,0.300055116,0,0,1,New_UI
35.0,3.0,0,1.067616602,9.473991946,5.175435262,3.569523579,0.678703689,4.81900323,0,1,0,New_UI
31.0,10.0,0,2.549590691,5.817045257,3.633054748,4.19871988,1.202578444,8.342696667,0,1,0,Old_UI
29.0,10.0,1,0.574341835,0.409200318,-0.272441589,,2.084097043,8.747682902,0,1,0,Old_UI
34.0,6.0,0,1.620292885,0.968421159,0.310283464,3.436952221,3.180690007,8.330697476,0,1,0,New_UI
36.0,10.0,0,7.051244571,2.900969229,6.404740183,7.291577937,8.372336489,2.533705981,1,0,0,Old_UI
22.0,3.0,0,0.73964194,8.944277668,0.904694346,4.280189524,2.818259601,6.907485443,0,1,0,New_UI
31.0,10.0,0,0.74048569,3.953479517,4.57382258,4.173709231,2.185485293,7.90334171,0,1,0,New_UI
30.0,14.0,1,1.180425238,2.383462278,3.280796698,4.161515632,0.775562297,8.487276947,0,0,1,Old_UI
18.0,3.0,0,1.165453431,8.806457865,0.488166392,4.655141381,1.827366277,7.850695275,0,1,0,New_UI
34.0,10.0,0,1.403479792,5.818441779,0.569840055,4.319229761,0.848600635,8.096928262,0,1,0,New_UI
21.0,3.0,0,0.669830029,9.215641112,0.012936835,2.658525588,0.952416539,8.892077298,0,1,0,Old_UI
18.0,10.0,0,1.416333272,8.981957227,1.13847024,4.167127013,1.0950564,8.018827604,0,1,0,New_UI
45.0,,0,2.040271525,3.170244111,1.455270745,,4.481068184,1.137623857,0,0,1,Old_UI
18.0,3.0,1,4.318689182,1.761712323,5.591380377,6.495870811,-2.011258009,2.120474386,1,0,0,Old_UI
31.0,7.0,0,-11.0,3.063572234,7.630651895,6.72613829,8.960726928,2.428770303,1,0,0,New_UI
30.0,5.0,0,3.024886602,3.6545684,0.643061224,5.677622094,1.374716094,8.187699766,0,1,0,New_UI
20.0,10.0,0,2.632565007,9.171872791,0.769624537,4.559067856,2.043503164,6.233148486,0,1,0,New_UI
31.0,7.0,0,2.979754528,8.784823159,3.547838803,3.308612179,2.113322667,9.629412515,0,1,0,New_UI
21.0,7.0,1,8.316033546,1.588764904,5.992025098,6.919563548,6.647586628,5.287530411,1,0,0,Old_UI
20.0,12.0,1,4.010490474,3.517026423,6.318961734,5.548506443,2.111660166,3.347049433,1,0,0,Old_UI
22.0,4.0,1,1.829155201,4.366254916,1.471518792,4.431337059,0.411768457,4.134118827,0,0,1,New_UI
31.0,6.0,0,0.891279195,3.968273814,3.962848103,2.80756058,3.001103757,8.331602613,0,1,0,New_UI
36.0,3.0,0,6.885461663,1.599382507,7.165743575,6.082065087,7.72851029,4.18612279,1,0,0,New_UI
31.0,7.0,0,8.198405762,1.189875225,6.837966277,1.689046291,7.176473915,2.915098594,1,0,0,New_UI
19.0,8.0,0,0.66069798,3.31902971,0.295613455,4.343836121,3.174480908,2.66557084,0,1,0,New_UI
36.0,3.0,0,7.386051041,2.795814366,6.77038299,7.117329108,8.921040309,2.411411452,1,0,0,Old_UI
31.0,3.0,0,0.949379147,8.490577004,0.051125099,0.83466766,1.718616759,-66.0,0,1,0,Old_UI
20.0,3.0,0,-88.0,1.790408723,8.755099969,8.579977601,7.912630674,3.697516281,1,0,0,Old_UI
18.0,10.0,0,3.996921091,3.205998824,5.206802942,6.73438108,5.130885023,6.827203876,0,0,1,Old_UI
37.0,9.0,0,0.686716191,3.596266498,6.702311164,4.061806544,1.142295819,2.642410626,0,1,0,New_UI
32.0,8.0,0,0.911390061,8.558231193,0.046506608,3.631721547,1.16420759,8.472154843,0,1,0,Old_UI
27.0,7.0,1,1.936643052,3.183422304,4.888231125,6.861148417,7.952200249,3.506733351,1,0,0,Old_UI
19.0,10.0,0,0.583809011,9.205410609,6.233292985,4.651080258,2.130830204,9.716671027,0,1,0,Old_UI
,,0,6.109739445,9.45528277,5.381245731,6.380896879,2.079529041,8.790706917,1,0,0,New_UI
29.0,14.0,0,3.328272787,3.988874453,5.296840939,3.236696574,2.283768825,9.352297083,0,1,0,New_UI
17.0,3.0,0,2.321752807,8.624762104,3.468883357,2.876729113,2.096613519,9.284948946,0,1,0,New_UI
32.0,3.0,0,2.62995783,2.216939707,9.384744369,3.799253752,1.003587252,1.652126189,1,0,0,New_UI
,3.0,0,7.80308773,1.042078202,6.287257417,5.814584499,7.457494646,0.696283861,1,0,0,Old_UI
36.0,4.0,0,-0.020040881,8.910033578,0.292636721,3.964803654,1.244418381,7.67860002,0,1,0,New_UI
19.0,11.0,1,8.101473159,1.491026494,4.793618109,9.287713734,6.016007075,3.524775719,1,0,0,Old_UI
27.0,11.0,1,2.391216319,4.388841175,5.903870853,6.591667657,4.662961397,4.510485464,0,0,1,Old_UI
45.0,3.0,0,7.874790698,1.962413783,4.293226297,6.09706389,2.018250778,3.348323429,1,0,0,Old_UI
22.0,11.0,1,6.831783975,3.078056767,6.43713312,6.819187209,20.64408377,4.837218792,1,0,0,Old_UI
31.0,4.0,0,9.354995452,3.911240613,9.275948533,5.974521931,8.753848685,2.679121646,1,0,0,Old_UI
24.0,10.0,0,7.051545647,3.996943354,4.86569701,7.036067615,8.007461718,6.155380783,1,0,0,New_UI
38.0,7.0,1,8.29134155,1.633196144,1.68805206,7.323277737,7.878008956,3.290636838,1,0,0,Old_UI
26.0,7.0,1,0.303176191,4.658015834,4.698202714,5.197513542,8.591265767,3.059256582,1,0,0,Old_UI
,7.0,1,7.34277024,1.756712788,7.555888648,6.336523909,7.304066427,4.334978534,1,0,0,Old_UI
31.0,10.0,0,2.734794912,8.782085396,0.148742258,0.429922177,1.855284901,9.167854553,0,1,0,New_UI
39.0,1.0,1,6.516434514,4.613383618,0.305353967,4.900230268,7.755422926,7.817365767,0,0,1,Old_UI
32.0,11.0,0,0.787075483,2.185406263,4.412771214,4.818103273,8.106597046,4.51887381,1,0,0,Old_UI
24.0,4.0,0,0.620091761,3.168400434,0.601214612,3.824404021,0.489755235,9.01819895,0,1,0,New_UI
16.0,8.0,0,2.88241133,9.123758198,4.294880252,4.05553616,8.387044459,7.94943427,0,1,0,New_UI
32.0,3.0,0,0.260236991,7.263527211,0.125448194,2.712297751,2.083628891,9.630654242,0,1,0,New_UI
19.0,9.0,0,4.731328484,2.616004465,6.129091121,8.977732719,7.249989631,0.652730653,1,0,0,Old_UI
28.0,,1,6.985490925,8.297398388,,4.483075016,2.876531375,0.879293002,0,0,1,New_UI
31.0,6.0,0,1.333326761,9.11143618,4.388010449,3.813761168,3.004008858,8.235451844,0,1,0,Old_UI
32.0,10.0,0,1.14186454,9.429356208,3.647406996,3.182563011,-10.27959128,9.424513056,0,1,0,New_UI
18.0,10.0,0,1.232448745,8.938721474,1.815500965,3.172541096,1.778085063,7.702897183,0,1,0,Old_UI
30.0,3.0,0,2.556089251,3.361753196,5.63050629,3.438071588,2.055917914,4.76592297,0,0,1,Old_UI
37.0,,0,0.915646657,5.624571428,6.649709043,3.632016521,2.126138835,3.029557964,1,0,0,New_UI
32.0,3.0,0,0.35308746,3.192745796,0.505477119,3.379156939,1.825979237,8.160506236,0,0,1,New_UI
20.0,10.0,1,6.747452602,1.284983941,5.878244254,6.602778414,-3.131206875,3.875144717,1,0,0,Old_UI
