R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,Y
1.421,1.586,0.162,0.449,0.326,0.726,1.964,7.122,1,0.119,0.119,0.419,0.031,0.01,0.086,0.01,1
0.632,0.722,0.012,0.774,0.055,0.072,-0.186,4.423,1,0.179,0.179,0.167,-0.599,-0.033,-0.186,-0.033,0
0.665,0.751,0.011,0.778,0.103,0.133,-0.401,8.848,1,0.167,0.167,0.161,-0.615,-0.064,-0.382,-0.064,0
0.656,0.789,0.012,0.768,0.333,0.434,-1.624,28.58,1,0.166,0.166,0.17,-0.278,-0.093,-0.559,-0.093,0
0.788,0.885,0.039,0.799,1.381,1.729,-13.277,39.312,1,0.135,0.135,0.149,0.035,0.049,0.362,0.049,0
0.647,0.942,0.043,0.824,0.842,1.021,-16.494,22.525,1,0.195,0.195,0.222,-0.113,-0.095,-0.488,-0.095,0
0.715,1.193,0.07,0.844,1.045,1.238,7.645,21.025,1,0.239,0.239,0.338,-0.035,-0.037,-0.154,-0.037,0
0.791,1.061,0.007,0.776,1.809,2.332,40.693,376.404,1,0.135,0.135,0.185,-0.073,-0.132,-0.974,-0.132,0
0.491,1.248,0.016,0.899,0.87,0.968,4.864,75.43,1,0.075,0.075,0.104,0.016,0.014,0.191,0.014,0
3.427,4.379,0.262,0.82,0.594,0.725,0.939,12.126,1,0.046,0.046,0.245,0.123,0.073,1.591,0.073,1
4.062,5.642,0.947,0.816,0.873,1.069,1.299,6.37,1,0.008,0.008,0.057,0.132,0.115,14.04,0.115,1
2.53,3.236,1.51,0.919,0.783,0.853,1.234,1.827,1,0,0,0.001,0.109,0.085,333.803,0.085,1
3.654,4.791,2.043,0.897,1.425,1.588,2.007,3.725,1,0.813,0.813,4.34,0.08,0.114,0.14,0.114,1
1.446,2.802,0.111,0.896,1.241,1.385,2.154,35.05,1,0.68,0.68,2.127,0.097,0.12,0.176,0.12,1
1.404,2.504,0.262,0.938,1.231,1.312,2.184,12.515,1,0.002,0.002,0.005,0.077,0.094,48.82,0.094,1
1.891,3.12,0.31,0.808,0.91,1.127,1.658,11.337,1,0.017,0.017,0.066,0.116,0.105,6.13,0.105,1
1.582,2.959,0.285,0.896,1.081,1.207,1.824,12.538,1,0.021,0.021,0.07,0.115,0.124,5.824,0.124,1
1.178,1.444,0.068,0.802,1.805,2.251,7.324,48.02,1,0.064,0.064,0.115,0.039,0.07,1.088,0.07,1
1.137,1.392,0.387,0.782,1.996,2.551,9.051,9.178,1,0.075,0.075,0.133,0.025,0.05,0.672,0.05,1
1.055,1.25,0.309,0.764,2.135,2.794,13.983,11.282,1,0.068,0.068,0.111,0.004,0.008,0.113,0.008,1
0.917,1.278,0.355,0.724,1.717,2.37,10.89,8.522,1,0.074,0.074,0.13,-0.014,-0.023,-0.317,-0.023,1
0.753,1.352,0.385,0.813,0.976,1.201,4.61,4.215,1,0.063,0.063,0.105,-0.197,-0.192,-3.037,-0.192,1
28.243,32.92,19.403,0.65,1.183,1.821,1.878,3.089,0.01,-0.974,-0.01,-0.494,-0.003,-0.004,0.36,-0.35,1
0.531,0.576,0.441,0.832,0.58,0.698,-0.948,0.911,1,-0.444,-0.444,-0.308,-0.411,-0.239,0.537,-0.239,1
0.238,0.323,0.131,0.379,0.657,1.734,-0.826,4.274,1,-0.174,-0.174,-0.148,-0.302,-0.199,1.14,-0.199,1
0.456,0.456,0.116,0.325,0.746,2.294,-1.924,9.003,1,0.118,0.118,0.166,0.017,0.012,0.105,0.012,1
0.496,0.496,0.07,0.352,0.723,2.056,-2.026,14.551,1,0.112,0.112,0.158,0.025,0.018,0.161,0.018,1
0.655,0.655,0.094,0.502,0.536,1.067,-2.026,7.402,1,0.093,0.093,0.122,0.016,0.008,0.089,0.008,1
0.644,0.644,0.073,0.493,0.558,1.133,-2.054,9.956,1,0.074,0.074,0.097,0.026,0.015,0.196,0.015,1
0.727,0.727,0.199,0.57,0.479,0.841,-2.242,3.077,1,0.065,0.065,0.083,0.01,0.005,0.071,0.005,1
0.677,0.677,0.174,0.429,0.679,1.583,-3.314,6.168,1,0.115,0.115,0.182,0.001,0.001,0.006,0.001,1
0.816,0.816,0.334,0.44,0.831,1.889,-8.378,4.615,1,0.146,0.146,0.27,0,0,0,0,1
1.005,1.005,0.341,0.511,0.818,1.601,311.865,4.722,1,0.089,0.089,0.176,0.02,0.016,0.185,0.016,1
9.141,9.16,2.427,0.132,0,0.001,0.001,0.002,1,0.863,0.863,60.098,-173.54,-0.015,-0.017,-0.015,0
2.376,2.38,0.631,0.132,0.001,0.004,0.007,0.016,1.084,0.878,0.951,17.221,-48.425,-0.027,-0.028,-0.025,0
6.977,6.98,2.39,0.166,0.015,0.088,0.103,0.257,1,0.949,0.949,39.838,-0.646,-0.009,-0.01,-0.009,0
4.583,4.584,2.127,0.198,0.003,0.014,0.018,0.03,1,0.894,0.894,20.74,-6.124,-0.017,-0.019,-0.017,0
7.294,7.298,4.065,0.268,0.012,0.046,0.053,0.083,1,0.88,0.88,23.936,-1.44,-0.018,-0.02,-0.018,0
3.148,3.148,0.967,0.26,0.021,0.08,0.118,0.262,1,0.744,0.744,9.019,-0.469,-0.01,-0.013,-0.01,0
1.429,1.429,0.509,0.557,0,0,0,0,1,0.585,0.585,1.501,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.758,5.628,3.337,0.695,0.899,1.293,1.573,2.181,1,0.046,0.046,0.375,0.07,0.063,1.352,0.063,1
2.535,5.207,2.211,0.673,0.767,1.14,1.411,2.685,1,0.063,0.063,0.487,0.076,0.059,0.933,0.059,1
4.445,7.685,3.871,0.615,0.692,1.125,1.293,2.234,1,0.07,0.07,0.873,0.061,0.042,0.602,0.042,1
1.356,2.91,1.083,0.713,0.387,0.543,0.827,1.459,1,0.059,0.059,0.241,0.016,0.006,0.104,0.006,1
1.376,4.46,1.229,0.64,0.974,1.523,1.963,5.528,1.037,0.092,0.095,0.664,0.072,0.07,0.738,0.068,1
1.25,4.051,1.116,0.64,1.828,2.857,3.794,10.373,1,0.114,0.114,0.72,0.044,0.08,0.706,0.08,1
0.466,2.03,0.239,0.679,1.588,2.34,4.611,19.908,1,0.107,0.107,0.32,0.051,0.081,0.756,0.081,1
1.349,2.278,1.212,0.682,2.018,2.96,5.277,5.566,1,0.093,0.093,0.309,0.069,0.139,1.504,0.139,1
0.241,0.268,0.144,0.385,0,0,0,0,1,-0.438,-0.438,-0.305,0,-0.193,0.44,-0.193,0
0.269,0.298,0.162,0.363,0,0,0,0,1,-0.22,-0.22,-0.181,0,-0.154,0.697,-0.154,0
0.267,0.296,0.157,0.313,0,0,0,0,1,-0.058,-0.058,-0.055,0,-0.142,2.434,-0.142,0
0.859,0.889,0.826,0.822,0,0,0,0,1,0.075,0.075,0.081,0,-0.067,-0.887,-0.067,0
0.545,0.913,0.238,0.315,0.715,2.269,-23.815,8.695,1,0.655,0.655,1.896,0.016,0.011,0.017,0.011,0
0.48,0.908,0.052,0.385,0.639,1.661,-16.315,29.25,1,0.576,0.576,1.358,0.216,0.138,0.24,0.138,0
0.295,0.651,0.012,0.352,1.022,2.9,-5.398,163.864,1,0.459,0.459,0.847,0.034,0.034,0.075,0.034,0
0.367,0.649,0.093,0.394,1.076,2.732,-5.055,19.038,1,0.394,0.394,0.649,-0.124,-0.134,-0.339,-0.134,0
3.887,4.228,3.208,0.211,0.23,1.093,1.432,1.441,1,0.46,0.46,9.243,0.141,0.032,0.07,0.032,1
4.599,4.979,3.801,0.245,0.231,0.943,1.18,1.235,1,0.55,0.55,11.165,0.153,0.035,0.065,0.035,1
3.487,3.786,2.614,0.256,0.291,1.138,1.546,1.648,1,0.517,0.517,7.666,0.095,0.028,0.053,0.028,1
2.966,3.253,2.237,0.263,0.335,1.272,1.837,1.851,1,0.51,0.51,6.3,0.194,0.065,0.128,0.065,1
2.71,2.974,2.06,0.326,0.43,1.32,1.989,1.905,1,0.415,0.415,3.785,0.175,0.075,0.181,0.075,1
2.555,2.713,2.154,0.454,0.423,0.932,1.476,1.174,1,0.377,0.377,2.254,0.074,0.031,0.083,0.031,1
1.472,1.611,1.112,0.309,0.421,1.36,3.587,1.969,1,0.354,0.354,1.84,0.165,0.069,0.196,0.069,1
2.49,2.663,2.097,0.422,0.382,0.906,1.451,1.15,1,0.421,0.421,2.653,0.195,0.075,0.177,0.075,1
0.6,0.603,0.126,0.23,0.27,1.178,-1.791,5.627,1,0.081,0.081,0.214,0.237,0.064,0.789,0.064,1
0.72,0.724,0.254,0.275,0.228,0.829,-2.171,2.36,1,0.061,0.061,0.162,0.319,0.073,1.184,0.073,1
0.614,0.617,0.224,0.223,0.198,0.889,-1.43,2.447,1,0.071,0.071,0.198,0.405,0.08,1.123,0.08,1
0.717,0.719,0.535,0.243,0.169,0.697,-1.779,0.936,1,0.079,0.079,0.232,0.3,0.051,0.645,0.051,1
0.82,0.821,0.647,0.276,0.156,0.564,-2.594,0.717,1,0.075,0.075,0.222,0.451,0.07,0.943,0.07,1
0.715,0.716,0.522,0.248,0.148,0.599,-1.509,0.822,1,0.018,0.018,0.052,0.435,0.065,3.603,0.065,1
0.805,0.807,0.636,0.266,0.119,0.448,-1.869,0.568,1,0.017,0.017,0.051,0.644,0.077,4.556,0.077,1
0.907,0.908,0.7,0.323,0.109,0.337,-3.346,0.438,1,0.021,0.021,0.06,0.585,0.064,2.998,0.064,1
0.547,1.781,0.129,0.737,0.72,0.978,2.23,13.534,1,0.245,0.245,0.591,0.028,0.02,0.084,0.02,1
0.644,1.516,0.194,0.731,0.709,0.969,2.846,7.593,1,0.157,0.157,0.325,0.026,0.018,0.115,0.018,1
0.762,1.471,0.101,0.715,0.639,0.893,2.788,13.075,1,0.106,0.106,0.219,0.032,0.02,0.191,0.02,1
0.931,1.529,0.115,0.805,0.853,1.059,3.062,14.103,1,0.105,0.105,0.2,0.056,0.048,0.455,0.048,1
1.099,1.458,0.058,0.804,1.18,1.467,4.675,37.002,1,0.448,0.448,0.813,0.088,0.104,0.233,0.104,1
0.856,1.427,0.505,0.736,1.9,2.581,8.629,7.283,1,0.484,0.484,0.938,0.122,0.232,0.479,0.232,1
1.111,2.388,0.124,0.746,0.003,0.004,0.007,0.084,1,0.688,0.688,2.202,48.648,0.158,0.23,0.158,1
1.19,2.19,0.189,0.804,0.003,0.003,0.006,0.036,1,0.633,0.633,1.725,67.871,0.171,0.27,0.171,1
0.878,1.344,0.321,0.919,0.844,0.918,3.588,3.838,1,0.025,0.025,0.036,0.011,0.009,0.363,0.009,1
0.903,1.371,0.13,0.885,0.886,1.001,3.701,10.579,1,0.005,0.005,0.008,0.018,0.016,3.262,0.016,1
0.874,1.29,0.042,0.889,0.875,0.984,4.379,30.167,1,-0.002,-0.002,-0.002,0.021,0.019,-11.607,0.019,1
0.933,1.304,0.079,0.864,1.177,1.363,5.841,22.643,1,-0.019,-0.019,-0.029,0.013,0.015,-0.812,0.015,1
0.844,1.296,0.055,0.895,1.289,1.44,6.306,34.135,1,0.063,0.063,0.091,0.01,0.013,0.203,0.013,1
0.94,1.416,0.052,0.873,1.4,1.605,5.46,43.528,1,0.119,0.119,0.194,0.045,0.063,0.525,0.063,1
0.823,1.243,0.074,0.863,1.402,1.624,8.294,27.167,1,0.094,0.094,0.136,0.014,0.019,0.206,0.019,1
0.742,1.188,0.122,0.858,0.977,1.138,7.175,11.046,1,0.084,0.084,0.117,-0.086,-0.084,-0.996,-0.084,1
1.178,1.444,0.068,0.802,1.805,2.251,7.324,48.02,1,0.064,0.064,0.115,0.039,0.07,1.088,0.07,1
1.137,1.392,0.387,0.782,1.996,2.551,9.051,9.178,1,0.075,0.075,0.133,0.025,0.05,0.672,0.05,1
1.055,1.25,0.309,0.764,2.135,2.794,13.983,11.282,1,0.068,0.068,0.111,0.004,0.008,0.113,0.008,1
0.917,1.278,0.355,0.724,1.717,2.37,10.89,8.522,1,0.074,0.074,0.13,-0.014,-0.023,-0.317,-0.023,1
0.753,1.352,0.385,0.813,0.976,1.201,4.61,4.215,1,0.063,0.063,0.105,-0.197,-0.192,-3.037,-0.192,1
0.003,0.003,0.002,0.65,118.336,182.056,-0.601,308.888,1,-0.974,-97.448,-0.494,-0.003,-0.35,0.004,-0.004,1
0.531,0.576,0.441,0.832,0.58,0.698,-0.948,0.911,1,-0.444,-0.444,-0.308,-0.411,-0.239,0.537,-0.239,1
0.238,0.323,0.131,0.379,0.657,1.734,-0.826,4.274,1,-0.174,-0.174,-0.148,-0.302,-0.199,1.14,-0.199,1
0.48,0.804,0.412,0.449,0.102,0.228,-0.938,0.445,1,0.511,0.511,0.915,-1.134,-0.116,-0.227,-0.116,0
0.45,0.924,0.354,0.402,0.204,0.508,-6.201,1.325,1,0.509,0.509,1.169,-0.337,-0.069,-0.135,-0.069,0
0.525,1.036,0.391,0.398,0.199,0.5,14.306,1.326,1,0.497,0.497,1.293,-0.028,-0.006,-0.011,-0.006,0
0.699,1.215,0.533,0.481,0.246,0.51,2.882,1.162,1,0.564,0.564,1.424,-0.36,-0.088,-0.156,-0.088,0
0.862,1.574,0.653,0.605,0.384,0.634,1.739,1.529,1,0.462,0.462,1.201,-0.049,-0.019,-0.041,-0.019,0
0.458,1.032,0.375,0.581,0.212,0.366,11.79,1.006,1,0.461,0.461,0.818,-0.387,-0.082,-0.179,-0.082,0
0.643,1.275,0.498,0.538,0.316,0.587,2.722,1.503,1,0.512,0.512,1.212,-0.248,-0.078,-0.153,-0.078,0
0.748,1.41,0.549,0.517,0.413,0.8,2.754,2.055,1,0.493,0.493,1.344,-0.064,-0.027,-0.054,-0.027,0
1.322,1.34,0.187,0.596,0.274,0.461,1.815,3.291,1,0.284,0.284,0.639,0.215,0.059,0.207,0.059,1
3.735,3.737,0.076,0.439,0.016,0.036,0.049,1.779,1,0.47,0.47,4.006,1.412,0.022,0.048,0.022,1
1.548,1.588,0.57,0.358,0.387,1.079,2.915,3.007,1,0.404,0.404,1.788,0.114,0.044,0.109,0.044,1
1.955,2.01,1.016,0.449,0.407,0.906,1.802,1.791,1,0.331,0.331,1.48,0.054,0.022,0.066,0.022,1
1.177,1.262,0.076,0.312,0.687,2.207,10.614,36.861,1,0.265,0.265,1.075,0.011,0.007,0.027,0.007,1
1.125,1.126,0.06,0.3,0,0,0,0,1,0.246,0.246,0.924,0,0.025,0.102,0.025,1
1.038,1.038,0.051,0.33,0,0,0,0,1,0.167,0.167,0.525,0,-0.01,-0.06,-0.01,1
1.036,1.037,0.053,0.287,0,0,0,0,1,0.263,0.263,0.95,0,0.003,0.011,0.003,1
0.368,0.403,0.003,0.353,0.093,0.262,-0.177,31.698,1,0.011,0.011,0.013,-0.276,-0.026,-2.273,-0.026,0
0.47,0.501,0.009,0.435,0.113,0.26,-0.261,14.973,1,0.01,0.01,0.011,-0.392,-0.044,-4.57,-0.044,0
0.49,0.511,0.011,0.503,0.106,0.211,-0.221,9.717,1,0.016,0.016,0.016,-0.225,-0.024,-1.523,-0.024,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.033,0.001,0.205,324.246,-0.156,4.706,1,0.036,0.036,0.027,-0.45,-0.092,-2.577,-0.092,0
0.568,0.614,0.051,0.691,0.4,0.579,-0.92,6.994,1,0.048,0.048,0.042,-0.337,-0.135,-2.833,-0.135,0
0.265,0.343,0.021,0.609,0.486,0.798,-0.417,13.21,1,0.05,0.05,0.028,-0.175,-0.085,-1.701,-0.085,0
0.453,0.763,0.111,0.673,1.619,2.407,-7.732,16.518,1,0.047,0.047,0.053,0.002,0.003,0.059,0.003,1
0.573,0.73,0.055,0.625,1.259,2.015,-5.452,26.749,1,0.067,0.067,0.078,0.006,0.008,0.117,0.008,1
0.677,0.949,0.028,0.802,2.212,2.757,-51.679,92.71,1,0.027,0.027,0.032,0.004,0.009,0.351,0.009,1
0.715,0.936,0.221,0.778,2.376,3.053,-44.998,12.927,1,0.04,0.04,0.049,0.005,0.013,0.316,0.013,1
0.724,0.919,0.058,0.787,2.028,2.575,-29.154,41.018,1,0.015,0.015,0.017,0.009,0.018,1.194,0.018,1
0.691,0.937,0.1,0.792,1.622,2.049,-30.681,19.197,1,0.029,0.029,0.035,0.01,0.015,0.53,0.015,1
0.8,0.98,0.015,0.799,1.892,2.368,-118.807,157.516,1,0.019,0.019,0.023,0.007,0.014,0.744,0.014,1
0.852,0.989,0.101,0.788,1.411,1.792,-165.088,17.545,1,0.023,0.023,0.029,0.012,0.017,0.713,0.017,1
1.369,1.371,0.791,0.559,0.418,0.749,2.768,1.297,1,0.096,0.096,0.235,0.258,0.108,1.128,0.108,1
1.367,1.37,0.744,0.489,0.488,0.998,3.699,1.838,1,0.107,0.107,0.301,0.254,0.124,1.152,0.124,1
1.339,1.342,0.714,0.406,0.601,1.478,5.801,2.78,1,0.104,0.104,0.343,0.233,0.14,1.349,0.14,1
1.092,1.095,0.611,0.354,0.597,1.689,19.473,3.027,1,0.111,0.111,0.343,0.192,0.115,1.039,0.115,1
4.06,4.084,0.731,1.233,0.602,0.488,0.647,2.727,0.302,0.34,0.103,0.34,0.168,0.101,0.986,0.336,1
2.232,2.25,0.958,0.67,0.556,0.83,1.494,1.95,1,0.088,0.088,0.294,0.178,0.099,1.131,0.099,1
2.781,2.786,0.715,0.702,0.564,0.803,1.253,3.129,1,0.085,0.085,0.336,0.233,0.131,1.547,0.131,1
2.801,2.806,1.15,0.565,0.585,1.036,1.609,2.527,1,0.083,0.083,0.41,0.273,0.16,1.932,0.16,1
5.906,5.961,1.524,0.648,0.294,0.453,0.545,1.772,1,0.111,0.111,1.023,0.256,0.075,0.675,0.075,1
3.782,3.813,1.015,0.648,0.3,0.463,0.627,1.738,1,0.107,0.107,0.631,0.094,0.028,0.262,0.028,1
3.436,3.459,1.174,0.574,0.237,0.412,0.58,1.214,1,0.193,0.193,1.165,0.305,0.072,0.373,0.072,1
3.446,3.465,1.376,0.587,0.224,0.382,0.537,0.961,1,0.208,0.208,1.225,0.393,0.088,0.424,0.088,1
4.717,4.732,3.024,0.671,0.26,0.388,0.492,0.607,1,0.179,0.179,1.259,0.37,0.096,0.54,0.096,1
7.689,7.708,3.774,0.663,0.254,0.383,0.44,0.782,1,0.214,0.214,2.488,0.289,0.073,0.343,0.073,1
10.559,10.585,4.982,0.649,0.23,0.354,0.391,0.753,1,0.221,0.221,3.599,0.301,0.069,0.314,0.069,1
6.079,6.1,5.449,0.599,0.242,0.403,0.482,0.452,1,0.11,0.11,1.117,0.146,0.035,0.322,0.035,1
1.144,1.144,1.034,0.997,0.181,0.181,1.442,0.201,1,0.128,0.128,0.147,-0.648,-0.117,-0.916,-0.117,0
1.387,1.387,1.273,0.997,0.184,0.184,0.66,0.201,1,0.281,0.281,0.392,-1.089,-0.2,-0.71,-0.2,0
1.201,1.201,1.078,0.996,0.226,0.227,1.359,0.253,1,0.01,0.01,0.012,-0.252,-0.057,-5.69,-0.057,0
1.222,1.222,1.154,0.996,0.211,0.212,1.169,0.225,1,0.185,0.185,0.226,-0.841,-0.178,-0.962,-0.178,0
1.153,1.153,1.119,0.994,0.072,0.072,0.544,0.074,1,0.031,0.031,0.036,-1.406,-0.101,-3.28,-0.101,0
0,0,0,0,0,0,-0.07,0,0,0.006,0,0.006,0.211,0,2.46,0.014,0
1.022,1.022,0.79,0.989,0.069,0.069,3.207,0.09,1,0.008,0.008,0.008,-0.134,-0.009,-1.149,-0.009,0
1.017,1.017,0.956,0.986,0.069,0.07,4.131,0.075,1,0.006,0.006,0.007,0.164,0.011,1.778,0.011,0
2.738,2.753,0.45,0.732,0.735,1.004,1.577,6.15,1,0.368,0.368,1.384,0.115,0.084,0.229,0.084,1
2.631,2.641,0.053,0.774,0.802,1.036,1.667,51.501,1,0.387,0.387,1.318,0.104,0.084,0.217,0.084,1
2.727,2.736,0.132,0.868,0.65,0.749,1.181,15.513,1,0.366,0.366,1.153,0.034,0.022,0.061,0.022,1
3.067,3.088,0.414,0.889,0.546,0.614,0.908,4.575,1,0.409,0.409,1.421,0.08,0.043,0.106,0.043,1
1.742,1.757,0.024,0.888,0.625,0.703,1.632,51.061,1,0.12,0.12,0.238,0.129,0.081,0.67,0.081,1
1.826,1.841,0.069,0.86,0.624,0.725,1.588,19.207,1,0.136,0.136,0.291,0.144,0.09,0.662,0.09,1
1.956,1.962,0.202,0.886,0.631,0.712,1.453,6.933,1,0.138,0.138,0.305,0.158,0.1,0.726,0.1,1
1.833,2.099,0.269,0.881,0.6,0.68,1.3,5.303,1,0.156,0.156,0.371,0.142,0.085,0.547,0.085,1
1.946,2.074,0.106,0.341,0.239,0.701,1.354,13.759,1,1.091,1.091,6.639,-0.188,-0.045,-0.041,-0.045,0
3.063,3.2,0.832,0.374,0.148,0.396,0.576,1.522,1,1.083,1.083,9.256,-0.745,-0.11,-0.102,-0.11,0
6.257,6.558,1.127,0.31,0.135,0.434,0.513,2.529,1,1.033,1.033,21.867,-0.318,-0.043,-0.041,-0.043,0
6.445,6.798,0.888,0.316,0.101,0.318,0.373,2.436,1,0.994,0.994,21.353,-0.176,-0.018,-0.018,-0.018,0
0.42,0.433,0.173,0.723,0.126,0.174,-0.133,0.438,1,0.973,0.973,0.583,-0.072,-0.009,-0.009,-0.009,0
0.267,0.285,0.025,0.791,0.177,0.224,-0.089,2.594,1,0.973,0.973,0.351,-1.368,-0.242,-0.249,-0.242,0
0.268,0.286,0.004,0.853,0.152,0.178,-0.071,12.667,1,0.634,0.634,0.212,-0.614,-0.093,-0.147,-0.093,0
0.087,0.094,0.002,0.874,0.194,0.222,-0.023,13.791,1,1.565,1.565,0.168,-4.299,-0.834,-0.533,-0.834,0
2.09,2.208,0.189,0.55,0.456,0.83,1.516,9.682,1,0.28,0.28,1.125,0.113,0.052,0.184,0.052,1
2.016,2.066,0.15,0.523,0.432,0.826,1.602,11.378,1,0.322,0.322,1.272,0.144,0.062,0.193,0.062,1
1.751,1.825,0.14,0.411,0.427,1.038,2.296,13.519,1,0.334,0.334,1.48,0.155,0.066,0.199,0.066,1
1.423,1.462,0.247,0.328,0.529,1.615,5.106,9.542,1,0.279,0.279,1.244,0.197,0.104,0.374,0.104,1
1.344,1.377,0.445,0.303,0.595,1.961,7.16,6.068,1,0.266,0.266,1.206,0.17,0.101,0.381,0.101,1
2.088,2.16,0.962,0.458,0.528,1.153,2.148,2.591,1,0.261,0.261,1.231,0.129,0.068,0.26,0.068,1
4.957,5.208,1.402,0.556,0.378,0.681,0.842,2.528,1,0.322,0.322,3.015,15.275,5.777,17.956,5.777,1
-11.163,4.59,1.05,0.552,0.347,0.629,0.805,2.752,1,0.253,0.253,2.107,0.151,0.052,0.207,0.052,1
2.569,2.569,0.813,0.348,0.01,0.028,0.046,0.089,1,0.861,0.861,6.353,0.069,0.001,0.001,0.001,1
3.659,3.659,1.321,0.338,0.008,0.024,0.034,0.068,1,0.903,0.903,9.77,0.032,0,0,0,1
3.094,3.094,1.81,0.35,0.007,0.02,0.03,0.035,1,0.883,0.883,7.797,0.003,0,0,0,1
2.556,2.556,0.833,0.316,0.013,0.041,0.067,0.125,1,0.87,0.87,7.044,0.11,0.001,0.002,0.001,1
2.999,2.999,1.243,0.301,0.014,0.045,0.067,0.108,1,0.893,0.893,8.903,0.057,0.001,0.001,0.001,1
2.787,2.787,1.5,0.262,0.009,0.036,0.056,0.066,1,0.9,0.9,9.574,0.089,0.001,0.001,0.001,1
0.025,0.025,1.496,0.178,0.01,0.053,-0.001,0.001,1,0.922,0.922,0.128,0.121,0.001,0.001,0.001,1
6.587,6.601,4.934,0.734,0.548,0.747,0.88,0.999,1,0.095,0.095,0.857,0.251,0.137,1.442,0.137,1
2.754,3.239,0.316,0.707,0.373,0.528,0.764,5.42,1,0.038,0.038,0.174,0.102,0.038,1.001,0.038,1
2.993,3.646,0.336,0.647,0.265,0.41,0.565,4.447,1,0.026,0.026,0.147,0.013,0.004,0.135,0.004,1
2.899,3.315,0.586,0.668,0.217,0.324,0.465,1.834,1,0.023,0.023,0.114,0.015,0.003,0.138,0.003,1
2.853,3.425,0.769,0.637,0.217,0.341,0.481,1.517,1,0.012,0.012,0.066,0.041,0.009,0.718,0.009,1
3.648,4.154,0.544,0.707,0.213,0.302,0.397,2.305,1,0.011,0.011,0.066,0.089,0.019,1.68,0.019,1
3.379,4.036,0.374,0.757,0.344,0.454,0.604,4.9,1,0.01,0.01,0.052,0.375,0.129,13.3,0.129,1
3.679,3.859,1.511,0.732,0.28,0.383,0.517,0.978,1,0.015,0.015,0.079,0.128,0.036,2.394,0.036,1
4.067,4.417,1.302,0.72,0.36,0.5,0.646,1.696,1,0.04,0.04,0.244,0.37,0.133,3.344,0.133,1
2.007,2.007,0.495,0.768,0.196,0.256,0.51,1.037,1,0.093,0.093,0.243,-1.698,-0.333,-3.584,-0.333,0
2.681,2.681,0.855,0.818,0.291,0.356,0.567,1.115,1,0.002,0.002,0.008,-0.391,-0.114,-45.71,-0.114,0
3.03,3.03,1.001,0.827,0.366,0.442,0.66,1.34,1,0.021,0.021,0.078,0.003,0.001,0.046,0.001,0
2.25,2.25,0.449,0.842,0.303,0.359,0.647,1.8,1,0.039,0.039,0.103,0.098,0.03,0.764,0.03,0
2.438,2.438,0.484,0.008,0.002,0.296,0.503,1.494,0.01,0.06,0.001,0.173,0.131,0,0.55,0.033,0
2.376,2.376,0.379,0.83,0.303,0.365,0.63,2.286,1,0.064,0.064,0.184,0.144,0.044,0.678,0.044,0
2.78,2.78,0.732,0.85,0.326,0.383,0.598,1.454,1,0.001,0.001,0.002,0.212,0.069,135.186,0.069,0
3.025,3.025,0.868,0.823,0.274,0.333,0.497,1.16,1,0.114,0.114,0.419,0.03,0.008,0.071,0.008,0
2.356,2.357,0.914,0.81,1.378,1.7,2.952,4.387,1,0.004,0.004,0.011,0.402,0.554,146.151,0.554,1
2.114,2.116,0.814,0.769,1.609,2.094,3.969,5.44,1,0.004,0.004,0.012,0.327,0.527,122.813,0.527,1
2.25,2.253,0.788,0.705,1.739,2.468,4.438,7.054,1,0.009,0.009,0.027,0.316,0.55,64.611,0.55,1
2.008,2.01,0.745,0.68,1.718,2.527,5.029,6.818,1,0.008,0.008,0.025,0.312,0.535,63.38,0.535,1
2.222,2.223,1.096,0.69,1.645,2.384,4.334,4.836,1,0.017,0.017,0.055,0.342,0.563,33.265,0.563,1
1.37,1.37,0.795,0.836,0.941,1.125,4.165,1.938,1,0.021,0.021,0.035,0.328,0.308,14.338,0.308,1
2.51,2.511,1.335,0.836,0.867,1.036,1.722,1.949,1,0.02,0.02,0.059,0.34,0.294,14.876,0.294,1
1.603,1.604,0.799,0.758,1.202,1.585,4.209,3.181,1,0.027,0.027,0.057,0.341,0.409,15.107,0.409,1
0.605,1.107,0.005,0.95,1.083,1.139,11.779,269.937,1,0.005,0.005,0.006,0.023,0.025,5.251,0.025,1
0.581,1.078,0.003,0.969,0.968,0.999,13.793,384.134,1,0.006,0.006,0.007,0.029,0.028,4.382,0.028,1
0.524,1.065,0.011,0.976,1.147,1.175,19.154,112.326,1,0.004,0.004,0.005,0.016,0.019,4.506,0.019,1
0.578,1.059,0.001,0.973,1.625,1.67,30.198,"1304.00",1,0.003,0.003,0.003,0.017,0.027,8.766,0.027,1
0.693,1.139,0.015,0.971,1.653,1.704,13.988,125.892,1,0.012,0.012,0.014,0.022,0.037,3.084,0.037,1
0.809,1.144,0.011,0.971,1.823,1.878,14.951,192.077,1,0.013,0.013,0.015,0.025,0.045,3.454,0.045,1
0.793,1.136,0.06,0.977,2.053,2.101,17.597,39.696,1,0.017,0.017,0.02,0.025,0.051,2.956,0.051,1
