a (AU),e,i (deg),w (deg),Node (deg),M (deg),q (AU),Q (AU),P (yr),H (mag),MOID (AU),class
1.64166388,0.459023783,11.0416706,311.8087727,6.7971521,42.766457,0.8881,2.4,2.1,21.1,0.004706,APO*
2.00269313,0.606920319,31.2825654,291.1944369,44.6984788,206.6129812,0.7872,3.22,2.83,17.9,0.034741,APO*
2.45594964,0.728812549,25.6219692,256.6727812,214.7196547,108.1550414,0.666,4.25,3.85,19.7,0.004034,APO*
2.17227769,0.532559118,10.2425619,173.091987,148.3101041,144.5974291,1.0154,3.33,3.2,18.9,0.007017,APO*
1.19744951,0.210262184,23.876921,231.5699013,54.9216699,185.1132575,0.9457,1.45,1.31,20.4,0.001247,APO*
1.10033077,0.779858268,5.8085812,237.3827348,215.0036932,82.7994931,0.2422,1.96,1.15,21.1,0.025761,APO*
1.2408566,0.246474634,11.3197804,337.958398,195.4075638,197.9179278,0.935,1.55,1.38,21.7,0.049184,APO*
1.63752089,0.488445216,8.6228032,74.1954282,53.1992385,148.520482,0.8377,2.44,2.1,21.6,0.04007,APO*
1.33664768,0.381348141,42.3239714,66.5761256,83.121354,75.434067,0.8269,1.85,1.55,20.5,0.007464,APO*
2.55789621,0.589861979,26.1019721,14.2608051,264.5102546,48.8926771,1.0491,4.07,4.09,19.9,0.044769,AMO*
2.50968181,0.620865633,10.1403067,314.5556068,61.8968609,16.7917838,0.9515,4.07,3.98,17.8,0.045544,APO*
2.42701195,0.59329858,5.1507102,159.9428176,152.2126371,74.6726717,0.9871,3.87,3.78,20.3,0.000032,APO*
2.05513768,0.514011828,11.2206354,16.5791101,250.3308323,207.2650202,0.9988,3.11,2.95,20.8,0.000584,APO*
2.26390612,0.720518023,67.6761103,257.6440552,265.8680288,152.8454238,0.6327,3.9,3.41,18.7,0.033827,APO*
1.82330612,0.49013546,9.2193546,127.077444,82.3594819,343.3047952,0.9296,2.72,2.46,21,0.026755,APO*
2.14314127,0.712376433,1.3589018,225.054798,317.1858459,19.8456461,0.6164,3.67,3.14,21.5,0.014674,APO*
2.11354777,0.648504419,3.1627198,123.6995934,245.876858,163.1671824,0.7429,3.48,3.07,20.3,0.010809,APO*
2.57720195,0.62689224,4.6266959,6.2972578,237.5504839,48.772643,0.9616,4.19,4.14,20.9,0.027563,APO*
1.69643529,0.383598314,4.8351798,179.8887963,160.9210393,8.8789293,1.0457,2.35,2.21,20.6,0.03778,AMO*
1.1906669,0.395022309,7.0975896,100.6214054,294.1210462,137.0961948,0.7203,1.66,1.3,21.9,0.015119,APO*
0.82886439,0.502545274,42.2733938,224.3739539,303.7515999,133.5507777,0.4123,1.25,0.75,18.6,0.037512,ATE*
2.11877866,0.657563516,20.6474324,262.6591605,143.7564948,149.8985181,0.7255,3.51,3.08,20,0.049986,APO*
1.76747399,0.592680291,3.9374729,144.1503557,86.2475002,358.4979913,0.7199,2.82,2.35,21.2,0.04579,APO*
1.99074042,0.606316499,5.6621312,133.5422269,254.1495374,197.0768992,0.7837,3.2,2.81,19.3,0.025986,APO*
1.9345816,0.468127253,3.9618334,227.9062825,65.5762788,257.5965256,1.029,2.84,2.69,20.8,0.045531,AMO*
1.02584659,0.374430879,6.8131687,116.104531,344.8902865,25.9554352,0.6417,1.41,1.04,20.9,0.014048,APO*
1.73284432,0.440817831,11.91069,224.7472378,193.9896868,313.153181,0.969,2.5,2.28,18.9,0.045877,APO*
1.0766469,0.453369806,48.9230192,247.1934269,336.6423422,53.9316718,0.5885,1.56,1.12,19.8,0.023817,APO*
2.45984251,0.678831686,10.1708322,62.2569868,209.6678989,68.5835859,0.79,4.13,3.86,19.7,0.001141,APO*
1.96427909,0.572333532,7.8842464,313.4330421,140.4840686,183.4651287,0.8401,3.09,2.75,20.1,0.016052,APO*
1.66379418,0.552813313,9.6374021,252.6700043,221.7495647,330.8174688,0.744,2.58,2.15,21.4,0.00039,APO*
1.42601665,0.368852723,6.1286671,282.3113338,201.1197685,136.4473127,0.9,1.95,1.7,21.2,0.046328,APO*
1.81539939,0.549271304,7.479692,244.5971967,252.0469559,220.9552274,0.8183,2.81,2.45,19.4,0.013082,APO*
2.43893603,0.888595676,5.3709858,56.1642378,179.3322105,71.4700888,0.2717,4.61,3.81,19.7,0.000812,APO*
1.46762164,0.464648415,2.3411075,3.2772513,271.8341646,215.3613512,0.7857,2.15,1.78,20.3,0.037989,APO*
2.22837387,0.580565465,3.3563309,224.7607955,85.9230268,139.7680059,0.9347,3.52,3.33,19.2,0.006308,APO*
1.91702286,0.460125486,6.0616172,202.7548396,87.5403104,278.5645807,1.035,2.8,2.65,19.2,0.032926,AMO*
1.15994582,0.211836191,35.5915413,227.7509287,36.1037367,264.6744886,0.9142,1.41,1.25,21.3,0.035422,APO*
1.96734005,0.542499225,7.7738316,48.9943527,255.9595363,233.4577019,0.9001,3.03,2.76,21.3,0.003776,APO*
2.23853088,0.855396323,3.2209593,238.0777373,287.7480807,86.9800674,0.3237,4.15,3.35,20.7,0.003369,APO*
2.30959141,0.702602118,1.8301923,339.5047857,290.8866406,98.3242565,0.6869,3.93,3.51,20.1,0.026647,APO*
2.34202572,0.56716855,8.8096617,18.6253784,19.7744677,67.1528163,1.0137,3.67,3.58,20.8,0.031761,APO*
1.96589516,0.534813708,3.5716215,243.6522518,242.6189818,164.3289622,0.9145,3.02,2.76,21.4,0.0268,APO*
2.45865134,0.653686764,4.9082288,58.684511,82.5566503,18.0054771,0.8515,4.07,3.86,21,0.014335,APO*
0.71303201,0.361444821,6.6665117,190.4196664,8.9327189,238.4319841,0.4553,0.97,0.6,20.2,0.031333,IEO*
1.20467469,0.215271511,36.9491833,297.4039087,229.4936248,344.753646,0.9453,1.46,1.32,21.1,0.034321,APO*
2.37697526,0.583617981,10.877498,28.8824892,355.6397533,58.2759457,0.9897,3.76,3.66,20.2,0.025721,APO*
2.0081062,0.49132281,7.7897406,173.3000778,348.4016627,134.3450955,1.0215,2.99,2.85,19.1,0.030555,AMO*
2.00405128,0.499073347,4.2824781,189.8205104,328.1463682,138.714041,1.0039,3,2.84,21.2,0.017097,APO*
1.32811464,0.697633245,4.0510671,77.8230476,225.724544,317.3663607,0.4016,2.25,1.53,20.9,0.016959,APO*
1.51314019,0.412856932,8.024507,71.5582213,285.9506614,131.4801173,0.8884,2.14,1.86,22,0.0365,APO*
2.56568341,0.737899946,2.4641285,124.3466648,237.1744342,17.2569525,0.6725,4.46,4.11,21.5,0.014175,APO*
1.82467003,0.490738297,17.4621799,312.6491888,85.8617315,261.4490863,0.9292,2.72,2.46,21.3,0.041809,APO*
1.99606563,0.564428179,5.1539806,42.1075583,120.1706788,151.9941847,0.8694,3.12,2.82,21,0.007572,APO*
2.43565925,0.674912997,3.6145981,351.3919455,30.9892972,44.8585912,0.7918,4.08,3.8,21.2,0.047473,APO*
1.52503087,0.681413534,4.0299256,317.7460418,22.6464765,99.9542548,0.4859,2.56,1.88,21.3,0.036972,APO*
1.46464254,0.304851779,23.0690604,355.7807926,105.3728429,115.3034777,1.0181,1.91,1.77,21.8,0.035768,AMO*
1.10474773,0.228471275,33.5888135,253.4596557,105.2368206,275.9613507,0.8523,1.36,1.16,21.4,0.030944,APO*
1.19804832,0.121968037,32.6000826,356.6010412,289.1309569,227.981243,1.0519,1.34,1.31,20.1,0.036155,AMO*
1.89418151,0.582268516,6.9442641,125.6302323,248.5751553,232.8853779,0.7913,3,2.61,21.9,0.015462,APO*
2.7527135,0.770628005,24.8170496,262.258303,286.2189513,307.7096621,0.6314,4.87,4.57,19,0.015402,APO*
2.33789675,0.662448166,17.3852836,250.8548222,285.8825867,347.6540945,0.7892,3.89,3.57,21.3,0.047718,APO*
1.62640187,0.494559896,28.8950565,64.6118878,137.7600097,327.4552686,0.822,2.43,2.07,19.5,0.021695,APO*
0.9114217,0.29741208,31.0045763,311.9565186,309.2845831,133.2005253,0.6404,1.18,0.87,19.8,0.045286,ATE*
1.70294162,0.519860923,1.9393364,4.4297683,242.6450108,234.4496745,0.8176,2.59,2.22,20.4,0.028373,APO*
2.05851753,0.533143559,40.3513,0.5218376,58.2473706,135.7650232,0.961,3.16,2.95,18.4,0.026197,APO*
0.90457478,0.378569809,26.0535379,228.8524072,132.1157714,351.3452852,0.5621,1.25,0.86,21.9,0.035094,ATE*
1.28365526,0.18213243,10.3500483,18.5683855,303.4338575,80.1476027,1.0499,1.52,1.45,21.4,0.042438,AMO*
1.37173399,0.318247755,8.3589034,350.0446564,73.9625813,239.1588677,0.9352,1.81,1.61,19.8,0.042298,APO*
2.45717976,0.594727521,24.1882396,205.7025438,302.2044217,5.6606135,0.9958,3.92,3.85,17.9,0.04615,APO*
1.5494834,0.666464544,4.8841176,258.345739,153.1059227,43.3972839,0.5168,2.58,1.93,21.5,0.000675,APO*
1.69490296,0.535785652,26.9818589,283.6076787,0.9898843,238.8984388,0.7868,2.6,2.21,20.2,0.048708,APO*
2.39744415,0.634078002,8.4194229,215.1866435,33.3808033,3.9950437,0.8773,3.92,3.71,20.7,0.02807,APO*
2.2974283,0.781817314,2.9779921,148.4431166,153.5152175,23.6855687,0.5013,4.09,3.48,19.9,0.040147,APO*
1.26549564,0.309720994,5.2189008,28.8089482,211.5730938,234.8534982,0.8735,1.66,1.42,21.5,0.046068,APO*
1.92831621,0.673857209,3.1090877,280.272521,166.0369942,187.9783271,0.6289,3.23,2.68,21,0.004891,APO*
1.12027886,0.361881439,23.4136891,272.2857615,175.8553503,164.0063781,0.7149,1.53,1.19,21.7,0.011855,APO*
1.24640803,0.230503717,29.5774003,128.5641352,189.9211327,170.319577,0.9591,1.53,1.39,20.3,0.030484,APO*
1.789916,0.556249498,4.588207,68.3440615,218.6964464,190.8075546,0.7943,2.79,2.39,21.8,0.003311,APO*
2.01165979,0.582646263,2.4378413,272.8448813,204.715138,146.6877294,0.8396,3.18,2.85,21,0.022592,APO*
1.96626971,0.498005327,10.0095296,153.1682012,174.9174856,76.2335979,0.9871,2.95,2.76,19.3,0.014409,APO*
2.68775445,0.66975788,9.2500451,144.642251,183.2481798,273.1697557,0.8876,4.49,4.41,18.7,0.021058,APO*
2.37254857,0.616528658,7.3327181,340.2207206,116.8126186,58.5464307,0.9098,3.84,3.65,19.1,0.032439,APO*
1.17368952,0.153445126,32.182564,133.1257691,29.1269891,40.2538441,0.9936,1.35,1.27,21.5,0.032366,APO*
1.56452362,0.37139116,14.9014383,186.3868129,53.3762397,336.343939,0.9835,2.15,1.96,20.7,0.025053,APO*
1.09999744,0.42274571,2.923157,315.6218455,23.6230963,35.4065148,0.635,1.57,1.15,21.8,0.026525,APO*
1.2112688,0.273959705,4.9581822,154.7842745,242.5059348,135.8312081,0.8794,1.54,1.33,20.6,0.044409,APO*
1.71940686,0.640259815,2.2557006,167.4037545,297.5947916,286.6710432,0.6185,2.82,2.25,20.9,0.038186,APO*
1.89395558,0.510752122,8.1095636,44.3408925,109.5494043,185.8231234,0.9266,2.86,2.61,21.5,0.020837,APO*
1.18722756,0.594252706,3.0647837,69.0007835,38.0351789,15.8494684,0.4817,1.89,1.29,21.3,0.002427,APO*
2.20140339,0.654674962,6.5537107,230.5484654,103.5726651,29.3122777,0.7602,3.64,3.27,21.6,0.034962,APO*
1.56262799,0.506601563,29.1954003,104.7118938,236.0454574,288.1194772,0.771,2.35,1.95,21.5,0.030607,APO*
2.56571413,0.607252797,32.8223466,198.1061215,81.8038338,314.0886386,1.0077,4.12,4.11,18.5,0.011423,APO*
1.60016353,0.407955783,11.1519352,209.4719107,232.8291219,103.3036678,0.9474,2.25,2.02,19.2,0.003323,APO*
2.26577461,0.655010846,1.7495773,251.1761381,103.1773496,4.2629852,0.7817,3.75,3.41,20.2,0.003172,APO*
2.25456005,0.80278788,23.1988806,278.5939166,101.0066744,12.4218842,0.4446,4.06,3.39,20,0.042671,APO*
1.28603803,0.283696202,3.9394445,140.2952076,238.6146215,100.9254668,0.9212,1.65,1.46,21.9,0.00627,APO*
0.95845649,0.511044668,29.2907275,227.7993991,275.6214846,21.0920157,0.4686,1.45,0.94,20.2,0.039441,ATE*
1.6132069,0.457289181,7.0394748,25.091689,90.7574291,76.5299376,0.8755,2.35,2.05,18.2,0.045765,APO*
1.66997294,0.695580986,27.3355139,262.8957398,283.4582289,266.418151,0.5084,2.83,2.16,21.6,0.038269,APO*
2.0471252,0.743885637,3.6275053,95.7912379,296.41812,62.2553834,0.5243,3.57,2.93,21.2,0.002166,APO*
1.89566273,0.778388572,12.2346252,299.1124292,127.6310857,336.7313528,0.4201,3.37,2.61,21,0.034322,APO*
2.59165089,0.653067816,13.6947916,229.5459289,187.5653295,285.3161662,0.8991,4.28,4.17,18.4,0.025837,APO*
2.75139493,0.643984358,11.8829732,221.4134888,151.1750878,267.7622592,0.9795,4.52,4.56,20.7,0.048259,APO*
1.95015216,0.736801938,45.6218296,279.3478954,151.6226025,82.4147282,0.5133,3.39,2.72,21.6,0.00181,APO*
1.18402069,0.249476938,35.2407246,55.2144539,149.1572346,348.0208429,0.8886,1.48,1.29,21.3,0.015499,APO*
0.9595549,0.42525559,18.1486788,243.793303,327.4855219,334.2351216,0.5515,1.37,0.94,19.5,0.023727,ATE*
1.51104324,0.618926103,2.1443285,332.5528888,250.596678,349.1613479,0.5758,2.45,1.86,21.6,0.031092,APO*
1.58601178,0.829490237,19.0212189,46.9737157,141.6076671,327.9063537,0.2704,2.9,2,18.4,0.027762,APO*
2.47580744,0.632753058,3.0075556,2.5515205,46.7102155,306.33636,0.9092,4.04,3.9,22.1,0.031358,APO
1.36856363,0.533879634,25.1238701,262.3092673,355.60128,89.7054214,0.6379,2.1,1.6,20.9,0.029215,APO*
2.28508444,0.593814957,5.5200483,226.7197473,201.0832997,338.5642689,0.9282,3.64,3.45,20.9,0.018697,APO*
2.80471207,0.725808033,22.3488721,123.5548789,349.24256,233.8489733,0.769,4.84,4.7,19.1,0.030758,APO*
2.67518715,0.65140382,6.1419314,323.7863064,347.2290703,288.6968509,0.9326,4.42,4.38,20.9,0.001307,APO*
1.45034998,0.361661235,31.964215,330.0639194,35.4073279,344.5614927,0.9258,1.97,1.75,20.1,0.031409,APO*
2.36334572,0.758215036,6.0508001,103.0037893,182.3387649,348.435862,0.5714,4.16,3.63,19.9,0.022566,APO*
2.14501319,0.600939372,6.4839805,327.2225903,341.470914,40.8041298,0.856,3.43,3.14,21.7,0.036084,APO*
2.42560284,0.594109452,6.7451838,23.8391397,333.3691743,323.8458747,0.9845,3.87,3.78,19.5,0.004763,APO*
1.20015558,0.184572405,12.3144252,133.6236467,39.639868,63.1516028,0.9786,1.42,1.31,21,0.018965,APO*
2.53886891,0.617614803,47.7761004,187.2922427,55.1895168,356.2095625,0.9708,4.11,4.05,16.5,0.037001,APO*
1.27968373,0.690652858,2.0178378,211.0738966,74.0084334,130.72771,0.3959,2.16,1.45,21.3,0.017909,APO*
1.73159114,0.514685316,5.5167276,87.046397,261.3033086,177.126543,0.8404,2.62,2.28,21.2,0.042513,APO*
1.41274769,0.366969865,5.903249,42.1253638,280.2304338,27.7413882,0.8943,1.93,1.68,21.8,0.023658,APO*
2.25989283,0.568230121,12.2076259,325.835339,182.742948,315.7746571,0.9758,3.54,3.4,19.3,0.032863,APO*
1.6298783,0.466993904,9.3385837,121.9674353,33.1169645,158.3710263,0.8687,2.39,2.08,20.3,0.007764,APO*
2.55599762,0.715878883,4.9337663,74.8831499,263.5117017,295.8117244,0.7262,4.39,4.09,22,0.00505,APO*
1.9935434,0.574413506,23.4449741,309.01688,239.030017,3.0715149,0.8484,3.14,2.81,20.3,0.023946,APO*
1.73724191,0.480529282,4.6262164,284.2880577,70.5616676,178.5253254,0.9024,2.57,2.29,20.6,0.041215,APO*
2.67146236,0.628724467,14.0116565,172.6496704,279.3719287,263.2909621,0.9918,4.35,4.37,19.3,0.011822,APO*
2.49623946,0.942762107,2.8024991,34.4884762,262.3559567,298.918476,0.1429,4.85,3.94,21.3,0.004967,APO*
2.39838438,0.682987426,0.8170756,83.580353,292.1424751,315.1346692,0.7603,4.04,3.71,21.6,0.003989,APO*
1.42537,0.282590635,5.7085996,22.6348213,169.6107375,249.9208992,1.0226,1.83,1.7,21.8,0.03645,AMO*
1.78624287,0.429610707,2.7917163,330.0945496,237.7787402,61.2573508,1.0189,2.55,2.39,20.4,0.023692,AMO*
1.88518466,0.477676903,16.5458565,26.462829,163.31451,37.4698924,0.9847,2.79,2.59,19.9,0.024122,APO*
2.21432602,0.760916587,2.2450466,99.8814055,135.8799903,313.1615542,0.5294,3.9,3.3,21.9,0.003864,APO*
2.65154359,0.819174711,15.0179451,289.2496376,126.7878291,265.3034046,0.4795,4.82,4.32,21.1,0.041942,APO*
2.20570584,0.756330207,6.8825815,284.3542252,332.430786,312.5431905,0.5375,3.87,3.28,21.3,0.021885,APO*
2.15209793,0.674511635,5.9475016,249.7109887,356.2392532,321.1148477,0.7005,3.6,3.16,21.9,0.008445,APO*
1.80059832,0.55916688,42.1293223,112.7022669,119.9557348,39.1000379,0.7938,2.81,2.42,18.9,0.002279,APO*
1.84957139,0.493773611,4.2946127,145.7577151,260.2936192,125.9083281,0.9363,2.76,2.52,20.1,0.003284,APO*
2.63587311,0.744210786,11.0164773,92.2826145,178.0342898,231.6479887,0.6742,4.6,4.28,21.1,0.034843,APO*
1.60839581,0.498196551,25.4998035,296.2035287,164.2453662,182.9459689,0.8071,2.41,2.04,21.9,0.000532,APO*
1.14793368,0.206757949,15.1773117,50.4974433,11.5347615,202.5988992,0.9106,1.39,1.23,21.8,0.025243,APO*
2.82248309,0.642671608,13.679085,160.0752662,100.2724888,200.5863081,1.0086,4.64,4.74,18.6,0.014502,APO*
0.75216861,0.271088456,19.1978207,347.4616454,358.6593882,354.2762359,0.5483,0.96,0.65,20.3,0.046425,IEO*
1.36702616,0.35230975,39.1567791,239.5395967,195.3106281,11.1053072,0.8854,1.85,1.6,20.2,0.016642,APO*
1.89121798,0.520874945,19.1891902,231.9232688,223.5415532,71.1000244,0.9061,2.88,2.6,20.1,0.039286,APO*
1.97015217,0.849640028,18.7743152,229.8190001,204.3287891,20.900813,0.2962,3.64,2.77,21.7,0.043755,APO*
0.8508236,0.259182383,26.369853,144.4915862,257.5657782,30.8026559,0.6303,1.07,0.78,18.9,0.008079,ATE*
1.70498817,0.490460012,6.6869909,44.9923797,93.983078,119.5031045,0.8688,2.54,2.23,21.1,0.008745,APO*
2.16889303,0.552148187,4.5803453,127.5887471,24.5349245,331.6499245,0.9713,3.37,3.19,21,0.03738,APO*
1.64601159,0.445890435,4.5965162,155.2740579,257.29647,137.1746548,0.9121,2.38,2.11,21.1,0.019784,APO*
2.06697461,0.885418371,25.2378836,49.5419653,30.6560222,352.5121521,0.2368,3.9,2.97,18.1,0.011579,APO*
2.0690277,0.892061267,3.3484814,206.442121,235.1340441,23.0293426,0.2233,3.91,2.98,21.3,0.022996,APO*
2.45607092,0.692560725,41.4422978,106.4259518,59.7791499,272.0387345,0.7551,4.16,3.85,20.1,0.043624,APO*
2.81071061,0.674011659,5.1629478,10.1795976,143.8871546,223.0876488,0.9163,4.71,4.71,21.3,0.033475,APO*
2.32504454,0.819502675,9.3293499,235.7930928,249.1844917,293.7872592,0.4197,4.23,3.55,19.3,0.047163,APO*
2.29364906,0.537823499,2.9231517,4.642394,251.4100008,279.0814887,1.0601,3.53,3.47,21.9,0.045737,AMO*
1.52874176,0.40661897,13.7636013,231.4426086,121.6676251,92.1353982,0.9071,2.15,1.89,20.3,0.002052,APO*
2.48777983,0.699707435,4.4260754,298.3203595,208.1194571,272.076426,0.7471,4.23,3.92,21,0.008407,APO*
1.48862076,0.351154073,22.345619,29.3983778,56.2485448,298.5787039,0.9659,2.01,1.82,20.4,0.011145,APO*
2.63552227,0.640213817,25.5693366,37.2770086,130.9911631,246.3827234,0.9482,4.32,4.28,20.3,0.038777,APO*
2.33240707,0.576298114,4.9325708,127.0388678,201.9115063,257.3581521,0.9882,3.68,3.56,20.2,0.045081,APO*
2.89021061,0.895190793,24.2104578,302.6784722,126.7716779,209.2885737,0.3029,5.48,4.91,16,0.025777,APO*
2.16610874,0.521131725,9.7569539,183.0746762,133.4339115,284.3290731,1.0373,3.29,3.19,21.8,0.024281,AMO*
2.44501635,0.613501892,4.3340998,234.6027455,89.9272425,238.3749601,0.945,3.95,3.82,20.7,0.024438,APO*
1.84157563,0.642625919,4.4898701,102.4218342,271.6408333,352.8815698,0.6581,3.03,2.5,21.6,0.004627,APO*
1.37047273,0.370116544,2.9342437,207.7674554,162.9676369,171.4620343,0.8632,1.88,1.6,21.4,0.029777,APO*
2.06604177,0.51548014,3.5266731,313.2378191,194.7347949,54.7710238,1.001,3.13,2.97,19.9,0.038433,APO*
2.18196127,0.729313599,2.6355605,293.6896134,196.1999084,40.2839654,0.5906,3.77,3.22,19.3,0.017747,APO*
1.25432243,0.374263552,24.4443831,115.2538511,279.4287106,250.1979546,0.7849,1.72,1.4,21.7,0.043218,APO*
2.38597553,0.657951713,3.8583029,337.5534846,54.5379966,227.5719201,0.8161,3.96,3.69,18,0.035321,APO*
2.20340619,0.838874357,2.5458264,268.5743176,256.3216083,307.8518531,0.355,4.05,3.27,21.3,0.018176,APO*
1.36340941,0.385606471,8.3463541,305.2037849,97.3922256,158.3261217,0.8377,1.89,1.59,21.8,0.01601,APO*
1.34756283,0.253956497,9.6694497,179.2875378,281.4819594,210.0351985,1.0053,1.69,1.56,19.9,0.022992,APO*
2.57773889,0.624739809,23.0193058,186.7127699,76.3108951,235.8853186,0.9673,4.19,4.14,19.1,0.044259,APO*
2.21365669,0.553736512,8.3534399,320.3427149,307.2482632,289.2857886,0.9879,3.44,3.29,21.7,0.033196,APO*
2.20195357,0.856888376,6.3989953,279.6957499,157.7304867,262.7359404,0.3151,4.09,3.27,19.5,0.038066,APO*
2.57970159,0.643582397,3.4486673,18.1712102,28.6122081,202.6945728,0.9195,4.24,4.14,21.3,0.01917,APO*
1.16800466,0.292168521,35.3531845,242.1260776,316.9376342,93.4089394,0.8268,1.51,1.26,21.6,0.042776,APO*
1.20561823,0.452743657,3.7925305,294.0359477,275.8408145,27.3484761,0.6598,1.75,1.32,20.6,0.022929,APO*
1.963581,0.546714047,14.1484142,222.733044,162.5854007,312.0790214,0.8901,3.04,2.75,20.5,0.017248,APO*
2.42219538,0.692995164,2.2672305,289.4725506,301.0897343,255.6460277,0.7436,4.1,3.77,20.9,0.000582,APO*
1.26082359,0.373047465,37.620106,64.6092514,146.374737,330.4770806,0.7905,1.73,1.42,20.6,0.046814,APO*
1.83522926,0.46895807,10.9338534,30.5908331,193.5556196,29.5379629,0.9746,2.7,2.49,20.2,0.014462,APO*
1.91850298,0.881091299,25.8299011,233.0551102,324.7791163,16.5021654,0.2281,3.61,2.66,21.1,0.028517,APO*
1.36623831,0.586861153,6.4385328,68.6098016,111.8208657,303.3705221,0.5644,2.17,1.6,19.7,0.019012,APO*
2.0920826,0.717901518,4.4278516,260.3853004,322.8830675,326.7567593,0.5902,3.59,3.03,20,0.009682,APO*
1.94046588,0.503647045,5.9726651,165.920841,252.3169375,293.7000129,0.9632,2.92,2.7,19.1,0.008657,APO*
2.12368153,0.518092339,1.4786078,341.5411496,358.3534085,284.9260359,1.0234,3.22,3.09,21.7,0.017576,AMO*
1.1606188,0.420067316,5.5724895,81.1979137,125.2117688,76.5174841,0.6731,1.65,1.25,21.7,0.001418,APO*
1.20582391,0.422653746,24.2145613,89.5825147,28.8551149,229.2577035,0.6962,1.72,1.32,20.3,0.004864,APO*
2.2588709,0.884507139,7.7893285,246.9804968,336.7981445,276.9342997,0.2609,4.26,3.4,21,0.028817,APO*
1.29912332,0.303816181,29.791521,299.5515923,138.7851342,154.3264151,0.9044,1.69,1.48,18.6,0.035773,APO*
2.25953086,0.70069593,16.201468,105.1286245,1.60076,232.9732322,0.6763,3.84,3.4,21.5,0.010823,APO*
1.41288493,0.261540473,18.66526,180.4938184,196.5682889,144.1838231,1.0434,1.78,1.68,21.8,0.045642,AMO*
2.82887127,0.709365543,6.1588059,255.9255776,229.4773521,153.8499181,0.8222,4.84,4.76,20.7,0.040101,APO*
1.43712057,0.324089706,39.9092196,182.4088646,45.4339376,297.7123078,0.9714,1.9,1.72,19.1,0.037116,APO*
2.07022026,0.72722723,6.5743472,286.8024176,6.0015216,295.8449838,0.5647,3.58,2.98,19.7,0.028878,APO*
1.24367552,0.329169383,6.0856466,279.8343135,38.9469497,275.8738423,0.8343,1.65,1.39,21.3,0.018412,APO*
2.25818018,0.751833896,2.3066364,308.5494629,218.9730548,216.4329485,0.5604,3.96,3.39,21.8,0.024554,APO*
2.21375641,0.638269149,20.91767,245.1839288,244.8946063,228.9797818,0.8008,3.63,3.29,20.5,0.030413,APO*
2.09642973,0.501919221,8.4658272,199.7976793,105.7144516,328.9042949,1.0442,3.15,3.04,19.4,0.041531,AMO*
0.96558058,0.063085732,23.3928082,185.6536613,58.8259833,306.2504096,0.9047,1.03,0.95,21.1,0.038986,ATE*
1.84201949,0.514952389,5.523657,209.9062515,78.0082515,358.6755307,0.8935,2.79,2.5,19,0.030296,APO*
1.23053223,0.500375407,7.2367642,67.3229479,130.9953818,140.0424968,0.6148,1.85,1.37,21,0.0263,APO*
1.29630049,0.333571337,25.1182872,111.1311728,71.3633512,84.3954435,0.8639,1.73,1.48,19.9,0.012224,APO*
2.43172913,0.662667783,7.232948,311.6047527,49.750149,225.3645738,0.8203,4.04,3.79,22.1,0.013453,APO
2.15658216,0.712018115,14.2912158,105.1030934,237.2535093,269.7615586,0.6211,3.69,3.17,21.4,0.03461,APO*
2.13309628,0.727449602,1.2252144,161.6433858,22.3383408,233.3827683,0.5814,3.68,3.12,20.1,0.020159,APO*
1.65380483,0.533238331,7.5021838,250.7501482,74.4913082,60.5218296,0.7719,2.54,2.13,21,0.002197,APO*
2.12837448,0.595204206,20.0102451,134.6560722,14.3949751,229.7633873,0.8616,3.4,3.11,19,0.023934,APO*
2.74520339,0.767639842,5.8617753,290.402397,68.6002956,180.7713318,0.6379,4.85,4.55,20.6,0.016345,APO*
0.96382777,0.235871967,10.9105372,252.3084366,81.8820964,194.2121295,0.7365,1.19,0.95,21.2,0.002055,ATE*
0.74971256,0.409222341,5.7121978,308.9293023,320.6007623,306.9242613,0.4429,1.06,0.65,21.5,0.038395,ATE*
1.55349132,0.385498497,6.8816138,321.8927248,210.1301415,1.0573437,0.9546,2.15,1.94,20.8,0.005993,APO*
1.40708691,0.425567577,6.0272362,57.2070371,314.4024857,146.7752514,0.8083,2.01,1.67,21.6,0.025186,APO*
1.87660571,0.483469013,12.6434609,188.6159767,3.7676341,262.9821126,0.9693,2.78,2.57,19,0.023099,APO*
0.90688611,0.240358274,14.0747017,70.5813701,255.3422192,274.8137212,0.6889,1.12,0.86,21.5,0.039407,ATE*
1.38515797,0.701469749,9.2347851,239.5414829,114.4481196,145.3966433,0.4135,2.36,1.63,19.8,0.017721,APO*
1.12706104,0.109516766,13.5927784,13.0208609,143.6816535,242.9667865,1.0036,1.25,1.2,21.2,0.018804,APO*
2.75185279,0.644911663,6.1318655,186.7128179,355.538129,154.0964088,0.9772,4.53,4.57,21.4,0.012309,APO*
1.58334504,0.399696412,4.8754657,229.1162196,329.0438185,334.6845096,0.9505,2.22,1.99,21.7,0.023201,APO*
2.03356837,0.55365395,4.0825395,271.3884269,305.1532926,228.1511886,0.9077,3.16,2.9,21.2,0.048943,APO*
2.36975556,0.845271535,1.6734678,142.4384342,221.1492164,216.0033116,0.3667,4.37,3.65,21,0.014457,APO*
1.41580284,0.323588784,16.8139604,228.1224118,98.5951334,210.7832605,0.9577,1.87,1.68,20.5,0.021738,APO*
