CreditScore,Age,Exited,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Gender_Female,Gender_Male,Geography
742,35,0,2,79126.17,1,1,1,126997.53,1,0,France
850,55,1,7,0.0,1,0,0,171762.87,1,0,Spain
443,35,1,9,108308.0,1,1,0,129031.19,1,0,France
778,48,0,3,102290.56,2,1,0,182691.31,1,0,Germany
529,39,0,6,102025.08,2,1,0,12351.01,0,1,France
678,37,0,2,113383.07,1,1,1,135123.96,1,0,Germany
516,65,0,9,102541.1,1,1,0,181490.42,1,0,Spain
469,35,0,5,0.0,2,1,0,186490.37,0,1,Spain
786,40,0,6,0.0,2,0,0,41248.8,0,1,Spain
703,41,0,6,109941.51,1,1,0,116267.28,1,0,France
579,41,0,0,141749.68,1,0,1,9201.53,0,1,Germany
565,38,0,5,0.0,2,0,1,80630.32,0,1,France
443,44,0,2,0.0,1,1,0,159165.7,0,1,France
589,37,1,7,85146.48,2,1,0,86490.09,0,1,France
691,44,0,6,134066.1,2,1,1,197572.41,1,0,France
711,28,0,8,0.0,2,0,0,105159.89,1,0,France
775,27,0,4,0.0,1,1,1,40807.26,0,1,Spain
621,35,0,7,87619.29,1,1,0,143.34,0,1,France
350,51,1,10,0.0,1,1,1,125823.79,0,1,France
668,30,0,8,0.0,2,1,0,138465.7,1,0,Spain
633,27,0,3,0.0,2,1,0,44008.91,0,1,Spain
697,43,1,8,103409.16,1,1,0,66893.28,0,1,Germany
734,30,0,7,123040.38,1,1,1,76503.06,1,0,Germany
434,41,0,4,108128.52,1,0,1,56784.11,0,1,France
646,48,0,8,169023.33,2,1,1,175657.55,0,1,Germany
764,30,0,5,0.0,2,0,1,105155.66,0,1,France
727,41,0,10,0.0,2,0,1,47468.56,1,0,Spain
724,29,0,6,0.0,2,0,1,64729.51,1,0,France
749,42,1,9,222267.63,1,0,0,101108.85,0,1,Spain
706,47,1,10,144090.42,1,1,0,140938.95,1,0,Germany
728,30,0,10,114835.43,1,0,1,37662.49,0,1,France
636,44,0,2,0.0,2,0,0,86414.41,0,1,France
634,34,0,3,145030.92,1,1,1,41820.65,0,1,France
627,43,0,8,71240.3,1,0,1,127734.16,0,1,France
518,59,0,5,138772.15,1,0,1,123872.0,0,1,France
687,29,0,7,93617.07,1,0,1,113050.92,1,0,Spain
622,23,0,8,0.0,2,1,1,131389.39,1,0,Spain
693,45,0,4,0.0,2,1,1,26589.56,1,0,Spain
450,25,0,9,74237.2,2,0,1,195463.35,0,1,Spain
664,49,1,5,127421.78,2,1,0,108876.75,1,0,Germany
663,28,0,8,61274.7,2,1,0,136054.45,1,0,Spain
660,34,0,8,106486.66,2,0,1,182262.66,0,1,France
579,29,0,10,73194.52,2,1,1,129209.09,1,0,France
655,44,1,6,146498.76,1,1,0,64853.51,1,0,Germany
683,47,0,1,0.0,2,1,0,148989.15,0,1,France
655,32,0,2,0.0,1,1,1,71047.51,1,0,France
575,30,0,8,0.0,2,1,0,185341.63,1,0,Spain
574,30,0,5,120355.0,1,1,0,137793.35,0,1,Spain
795,32,0,2,117265.21,1,1,1,198317.23,0,1,France
776,43,0,4,0.0,2,0,1,162137.5,1,0,France
707,52,1,7,0.0,1,1,0,109688.82,1,0,Spain
705,37,1,3,109974.22,1,1,1,36320.87,1,0,Germany
678,44,0,2,98009.13,2,0,1,31384.86,1,0,Germany
663,34,0,10,0.0,1,1,1,114083.73,0,1,France
748,66,0,8,0.0,1,1,1,163331.65,0,1,France
677,34,0,10,171671.9,1,1,1,50777.77,1,0,Spain
634,63,1,10,0.0,2,1,0,30772.86,0,1,Spain
350,60,1,3,0.0,1,0,0,113796.15,1,0,France
727,61,1,0,128213.96,2,1,1,188729.08,0,1,France
773,51,0,8,116197.65,2,1,1,86701.4,0,1,Germany
675,39,0,1,0.0,2,1,0,153129.22,0,1,France
649,36,0,6,86607.39,1,0,0,19825.09,1,0,Spain
552,29,0,10,0.0,2,1,0,12186.83,0,1,France
761,62,1,5,98854.34,1,0,0,86920.97,0,1,Germany
622,31,0,7,0.0,1,1,0,35408.77,0,1,France
615,59,0,8,0.0,2,1,1,165576.55,0,1,France
681,31,0,4,97338.19,2,0,0,48226.76,0,1,Germany
768,30,0,6,0.0,2,1,1,199454.37,0,1,France
617,34,0,9,0.0,2,1,0,118749.58,0,1,Spain
452,33,0,6,131698.57,2,1,0,151623.91,1,0,France
807,37,0,10,130110.45,2,0,1,172097.95,0,1,Germany
567,44,0,9,0.0,2,1,0,87677.15,0,1,Spain
603,24,0,1,165149.13,2,1,0,21858.28,0,1,Spain
617,37,0,9,101707.8,1,1,0,123866.28,1,0,Spain
701,34,0,3,105588.66,1,0,1,74694.41,1,0,France
820,39,1,9,111336.89,1,1,0,16770.31,0,1,Germany
438,60,0,7,78391.17,1,0,1,49424.6,0,1,France
600,27,0,6,0.0,2,1,1,172031.22,1,0,Spain
782,34,1,9,0.0,1,1,0,183021.06,0,1,France
638,41,1,9,144326.09,1,1,0,73979.85,1,0,Germany
850,27,0,1,101278.25,2,1,1,26265.18,0,1,Germany
741,19,0,8,108711.57,2,1,0,24857.25,1,0,Germany
689,73,0,1,108555.07,1,0,1,167969.15,0,1,Spain
743,35,0,1,146781.24,1,1,0,189307.7,1,0,Germany
493,36,0,2,0.0,2,0,1,99770.3,1,0,France
416,35,0,8,0.0,1,0,0,119712.78,0,1,Spain
725,25,0,9,0.0,2,1,1,168607.74,1,0,France
497,34,0,2,0.0,2,1,1,83087.13,0,1,France
537,66,0,8,103291.25,2,1,1,130664.79,0,1,Germany
706,29,1,1,209490.21,1,1,1,133267.69,1,0,Spain
651,38,1,2,0.0,3,1,0,67029.82,0,1,Spain
720,33,0,2,0.0,2,0,1,141031.08,0,1,France
797,45,0,8,0.0,1,0,0,125110.02,0,1,France
543,23,0,5,0.0,2,1,0,117832.39,0,1,Spain
454,34,0,4,0.0,2,1,0,198817.72,0,1,France
691,37,0,9,149405.18,1,1,1,146411.6,0,1,France
510,52,1,6,191665.21,1,1,1,131312.56,1,0,France
792,40,0,7,0.0,1,1,0,141652.2,1,0,Spain
721,41,0,6,135071.12,1,1,1,64477.25,0,1,France
765,41,0,2,0.0,2,0,1,191215.61,0,1,France
850,39,0,8,0.0,2,1,1,37090.44,0,1,Spain
681,38,0,6,181804.34,2,1,1,57517.71,0,1,Germany
586,60,1,3,47020.65,2,0,1,63241.21,1,0,France
753,36,1,7,128518.98,1,1,1,44567.83,1,0,France
593,38,0,5,142658.04,2,0,1,135337.11,1,0,Germany
674,21,0,9,120150.39,2,1,1,33964.03,1,0,France
610,35,0,7,81905.95,1,1,1,61623.19,1,0,France
652,26,0,3,137998.2,2,0,1,168989.77,0,1,France
850,26,0,8,123126.29,1,1,0,74425.41,1,0,Germany
740,51,0,4,0.0,2,1,1,178929.84,1,0,France
637,43,1,1,135645.29,2,0,1,101382.86,0,1,Germany
685,31,0,7,122449.31,2,1,1,180769.55,0,1,Spain
558,40,0,4,161766.87,1,0,0,92378.54,0,1,Spain
677,37,0,3,0.0,2,1,1,38252.25,1,0,France
592,36,0,10,123187.51,1,0,1,146111.35,0,1,Germany
652,36,0,9,150956.71,1,0,0,72350.17,0,1,Germany
662,42,0,6,105021.28,1,1,0,48242.38,1,0,Spain
543,64,0,4,0.0,2,1,1,148305.82,0,1,France
675,50,0,1,133204.91,1,0,1,8270.06,1,0,Spain
643,35,0,6,0.0,2,1,1,41549.64,1,0,Spain
611,49,1,9,115488.52,2,1,1,138656.81,1,0,Germany
412,29,0,5,0.0,2,0,0,12510.53,0,1,France
638,41,0,7,0.0,2,1,0,43889.41,0,1,Spain
824,38,0,3,0.0,2,1,0,192800.25,1,0,Spain
683,40,0,1,0.0,2,0,0,75762.0,1,0,France
562,39,1,6,130565.02,1,1,0,9854.72,1,0,Germany
599,41,0,2,91328.71,1,1,0,115724.78,1,0,France
753,35,0,4,0.0,2,1,1,106303.4,0,1,France
594,50,0,7,81310.34,1,1,1,183868.01,0,1,France
657,34,0,3,107136.6,1,1,0,153895.46,0,1,France
716,34,0,9,0.0,1,1,1,66695.71,0,1,Spain
850,43,0,7,0.0,2,1,1,173851.11,0,1,France
664,46,1,2,0.0,1,1,1,177423.02,0,1,France
558,33,1,0,108477.49,1,1,1,109096.71,0,1,France
606,40,0,1,144757.97,2,1,1,166656.18,0,1,Germany
776,33,0,2,0.0,2,1,1,176921.0,0,1,Spain
557,36,0,1,113110.26,1,1,0,98413.1,0,1,Spain
614,27,0,9,106414.57,2,0,0,77500.81,1,0,France
620,42,0,4,106920.91,1,0,1,119747.08,0,1,Spain
695,35,0,7,0.0,2,1,0,160387.98,0,1,Spain
729,39,0,1,131513.26,1,1,1,193715.0,1,0,Germany
571,53,0,2,0.0,2,1,0,28045.77,1,0,France
457,40,0,10,134320.23,2,1,0,150757.35,0,1,France
559,29,0,3,79715.36,1,1,0,82252.28,1,0,France
664,38,0,4,74306.19,2,1,0,154395.56,1,0,France
500,50,1,5,0.0,4,1,1,83866.35,1,0,Spain
782,42,0,7,126428.38,1,1,0,39830.1,0,1,Germany
708,38,0,8,99640.89,1,1,0,12429.22,0,1,Spain
681,43,1,3,66338.68,1,1,1,18772.5,0,1,France
674,39,0,6,0.0,2,1,1,9574.83,1,0,Spain
697,43,0,10,128226.37,1,0,0,188486.94,0,1,Spain
774,26,0,5,0.0,2,1,1,64716.08,1,0,France
624,36,0,6,0.0,2,0,0,84749.96,0,1,France
747,37,0,1,0.0,2,0,1,180551.76,0,1,Spain
715,32,0,10,0.0,2,1,0,60907.49,1,0,France
808,24,0,4,122168.65,1,1,0,174107.04,0,1,France
678,43,0,7,178074.33,1,0,0,110405.9,1,0,France
813,59,1,2,135078.41,1,1,0,187636.06,0,1,Germany
687,38,1,8,69434.4,2,1,1,66580.13,0,1,Spain
832,29,0,5,0.0,2,1,0,178779.52,1,0,France
668,72,0,2,0.0,2,1,1,70783.61,0,1,France
526,34,0,3,122726.56,1,1,1,46772.36,0,1,Germany
457,38,0,7,164496.99,1,1,1,163327.27,1,0,France
649,38,0,8,0.0,1,1,0,103760.53,1,0,Spain
669,41,0,0,150219.41,2,0,0,107839.03,1,0,France
668,42,1,8,187534.79,1,1,1,32900.41,0,1,France
466,30,0,3,0.0,1,1,0,193984.6,1,0,France
685,30,0,2,0.0,2,1,1,140889.32,0,1,France
610,34,0,0,103108.17,1,0,0,125646.82,0,1,France
582,50,0,6,96486.57,2,1,1,20344.02,1,0,Germany
702,36,0,9,90560.48,2,1,0,174268.87,0,1,Germany
556,46,1,3,131764.96,1,1,1,108500.66,0,1,Spain
812,24,0,1,92476.88,1,0,0,83247.14,1,0,Spain
645,47,1,9,152076.93,1,1,0,121840.2,0,1,Germany
809,43,0,2,0.0,2,1,1,132908.07,0,1,France
560,49,1,4,0.0,1,1,1,100075.1,0,1,France
744,29,0,1,43504.42,1,1,1,119327.75,0,1,France
731,39,0,2,0.0,2,1,0,136737.13,1,0,Spain
471,28,0,5,0.0,2,1,1,22356.97,1,0,Spain
686,38,1,2,93569.86,3,0,0,10137.34,1,0,Germany
668,45,0,4,102486.21,2,1,1,158379.25,0,1,Spain
575,36,0,1,0.0,1,0,1,94570.56,0,1,France
435,37,1,8,114346.3,1,0,1,980.93,0,1,Germany
743,23,0,3,110203.77,1,1,0,95583.45,0,1,France
580,39,0,9,128362.59,1,1,0,86044.98,1,0,France
599,49,1,10,143888.22,2,1,1,166236.38,1,0,Germany
534,34,0,5,170600.78,1,0,1,5240.53,0,1,Spain
680,32,0,5,0.0,1,1,1,150684.23,1,0,France
631,46,0,10,0.0,2,1,1,129508.96,1,0,Spain
485,39,0,2,75339.64,1,1,1,70665.16,1,0,France
699,40,0,8,122038.34,1,1,0,102085.35,1,0,France
712,34,0,1,0.0,2,1,1,195052.12,0,1,France
603,51,1,8,186825.57,1,1,0,93739.71,0,1,France
850,40,0,6,124788.18,1,1,0,65612.12,0,1,France
584,41,0,3,0.0,2,1,1,160095.48,1,0,France
604,71,0,2,0.0,2,1,1,49506.82,1,0,France
586,51,0,2,138553.57,1,1,1,92406.22,0,1,France
467,39,0,5,0.0,2,1,1,7415.96,0,1,Spain
520,35,0,9,105387.89,1,1,1,25059.06,0,1,France
683,40,1,4,95053.1,1,1,1,116816.54,0,1,Spain
557,36,0,3,0.0,1,0,1,144078.02,0,1,France
613,32,0,0,0.0,2,0,1,126675.62,1,0,Spain
786,34,0,3,137361.96,1,0,0,183682.09,0,1,France
593,32,0,10,158537.42,1,1,0,166850.57,0,1,Spain
670,29,0,9,0.0,2,1,0,27359.19,1,0,Spain
657,48,1,5,143595.87,1,0,0,101314.65,1,0,Germany
718,32,0,9,169947.41,2,1,1,27979.16,0,1,Germany
623,24,0,7,148167.83,2,1,1,109470.34,1,0,France
496,31,0,5,0.0,2,1,0,93713.13,0,1,France
429,39,0,6,48023.83,1,1,0,74870.99,1,0,France
606,36,1,1,155655.46,1,1,1,192387.51,0,1,France
499,46,0,6,0.0,2,1,0,73457.55,1,0,France
642,62,0,7,0.0,2,1,1,61120.75,0,1,France
641,52,1,4,0.0,1,1,0,90964.54,1,0,France
673,32,0,8,121240.76,1,1,0,116969.73,0,1,France
570,36,0,3,0.0,2,1,0,92118.75,1,0,France
472,37,0,1,0.0,2,1,1,48357.9,1,0,France
550,35,0,9,129847.75,2,1,0,197325.4,0,1,Germany
625,55,1,8,118772.71,4,0,0,135853.62,1,0,Germany
516,46,0,2,0.0,2,1,1,169122.54,0,1,France
682,32,0,2,105163.88,2,1,1,164170.46,0,1,Germany
620,28,0,8,0.0,2,1,1,199909.32,0,1,France
626,39,0,0,0.0,2,1,1,83295.09,1,0,France
623,29,0,1,0.0,2,0,0,39382.06,1,0,France
569,35,0,4,93934.63,1,1,0,184748.23,1,0,France
724,69,0,5,117866.92,1,1,1,62280.91,1,0,France
678,55,1,5,0.0,1,0,1,196794.11,1,0,France
713,26,1,4,122857.46,2,1,0,144682.17,1,0,Spain
631,32,0,10,0.0,2,0,1,196342.66,0,1,France
846,37,0,6,127103.97,1,1,1,41516.44,1,0,France
660,43,1,1,0.0,1,0,1,112026.1,1,0,France
567,54,1,9,96402.96,1,0,0,52035.29,0,1,France
731,31,0,1,132512.26,1,1,1,185466.85,0,1,France
693,47,0,8,107604.66,1,1,1,80149.27,0,1,Spain
772,34,0,9,0.0,2,1,0,170980.86,0,1,France
657,38,0,7,0.0,2,1,0,185827.74,0,1,France
774,34,0,4,120875.23,2,0,1,113407.26,0,1,Germany
667,37,0,9,71786.9,2,1,1,67734.79,1,0,France
516,37,0,8,113143.12,1,0,0,3363.36,1,0,France
551,49,0,1,150777.72,2,1,1,135757.27,0,1,Spain
542,35,0,2,174894.53,1,1,1,22314.55,0,1,Spain
623,28,0,7,0.0,1,0,0,129526.57,0,1,France
701,43,0,2,160416.56,1,0,1,37266.43,1,0,France
583,48,1,3,91246.53,1,1,0,60017.46,0,1,France
731,46,0,10,0.0,2,1,0,153015.42,0,1,Spain
461,35,0,5,0.0,1,1,1,54209.02,1,0,France
702,23,0,7,98775.23,1,1,0,114603.96,1,0,Germany
565,47,1,10,139756.12,1,1,0,165849.49,1,0,Germany
711,42,1,3,177626.77,3,0,1,16392.72,0,1,Spain
664,54,1,8,0.0,1,1,1,162719.69,0,1,France
518,50,1,4,0.0,1,0,0,107112.25,0,1,Spain
728,42,0,8,0.0,2,0,1,41823.22,0,1,Spain
585,37,0,6,152496.82,1,1,1,99907.29,0,1,Germany
573,52,0,8,0.0,2,0,1,178229.04,0,1,France
568,26,0,1,112930.28,2,1,0,22095.73,0,1,Germany
602,26,1,8,113674.2,1,1,0,197861.16,1,0,Germany
603,44,0,9,0.0,1,1,0,138328.24,0,1,France
687,38,0,0,144450.58,1,0,1,137276.83,0,1,France
741,52,1,1,171236.3,2,0,0,21834.4,0,1,France
469,37,0,9,96776.49,1,1,1,119890.86,0,1,Spain
477,58,0,8,145984.92,1,1,1,24564.7,1,0,Germany
737,43,0,8,96353.8,1,0,0,10209.8,0,1,Germany
835,25,0,7,0.0,2,1,1,83449.65,0,1,France
717,33,0,0,115777.23,1,1,1,81508.1,1,0,Germany
562,51,0,7,122822.0,2,0,0,32626.21,1,0,France
758,61,0,2,0.0,2,1,1,43982.41,0,1,Spain
408,40,0,3,0.0,2,0,0,124874.23,0,1,France
650,32,0,4,79450.09,1,1,1,118324.75,1,0,Spain
582,33,0,2,122394.0,1,1,1,22113.93,0,1,Germany
706,43,0,1,0.0,2,1,0,31962.77,1,0,Spain
567,41,0,0,134378.89,1,1,1,105746.94,0,1,Germany
720,29,0,2,0.0,2,1,0,39925.52,0,1,France
631,31,0,2,88161.85,2,1,0,127630.88,1,0,Spain
623,41,0,2,142412.13,1,1,0,28778.98,0,1,Spain
514,35,0,3,121030.9,1,1,0,10008.68,0,1,France
650,35,0,3,165982.43,2,1,1,24482.16,1,0,Germany
673,35,0,6,0.0,2,1,0,98618.79,1,0,Spain
504,32,0,8,206663.75,1,0,0,16281.94,1,0,France
723,37,0,3,94661.53,2,1,0,121239.65,0,1,Germany
645,25,0,0,174400.36,1,1,0,42669.37,0,1,France
664,41,0,7,123428.69,1,1,1,164924.11,0,1,Spain
760,43,0,6,175735.5,1,1,1,157337.29,0,1,Spain
766,36,0,5,78381.13,1,0,1,153831.6,0,1,Spain
634,37,0,5,115345.86,2,0,0,168781.8,0,1,France
640,31,0,10,118613.34,1,1,0,168469.65,1,0,Germany
784,28,0,2,109960.06,2,1,1,170829.87,0,1,Germany
547,42,1,1,142703.4,1,1,0,86207.49,1,0,Germany
608,40,0,8,121729.42,1,0,0,61164.45,1,0,Germany
547,35,0,4,0.0,1,1,1,133287.73,1,0,France
612,43,0,4,139496.35,2,1,1,77128.23,1,0,France
573,28,0,8,0.0,2,0,0,77660.03,0,1,Spain
615,32,0,5,138521.83,1,1,1,56897.1,0,1,Spain
710,33,0,2,0.0,2,1,0,72945.32,1,0,France
674,38,0,10,83727.68,1,1,0,45418.12,1,0,Germany
702,38,0,9,0.0,2,1,1,158527.45,1,0,Spain
616,37,0,9,0.0,1,1,0,111312.96,0,1,France
688,32,0,6,124179.3,1,1,1,138759.15,0,1,Spain
605,36,0,7,128829.25,1,1,0,190588.59,0,1,France
676,33,0,6,171490.78,1,0,0,79099.64,0,1,France
708,33,0,3,0.0,2,1,0,138613.21,0,1,Spain
745,38,0,7,0.0,2,1,1,194230.82,1,0,Spain
661,20,0,8,0.0,1,1,0,110252.53,0,1,Spain
726,31,0,9,0.0,2,1,1,106117.3,0,1,France
475,40,1,7,160818.08,1,0,1,169642.13,0,1,France
751,54,0,9,156367.6,2,0,1,116179.92,0,1,Germany
645,59,1,8,121669.93,2,0,0,91.75,1,0,Germany
775,42,0,6,133970.22,2,0,1,187839.9,0,1,France
540,41,0,3,0.0,2,1,0,121098.65,0,1,France
591,34,0,3,96127.27,1,0,0,30972.06,1,0,France
596,60,0,7,121907.97,1,0,1,30314.04,0,1,Spain
573,41,0,5,0.0,2,0,1,14479.29,0,1,Spain
577,31,0,6,0.0,1,1,1,196395.25,0,1,Spain
830,40,0,8,77701.64,1,0,1,19512.38,1,0,Germany
663,67,0,9,0.0,3,1,1,72318.77,0,1,France
421,34,0,2,0.0,2,1,1,96615.23,0,1,France
718,34,0,5,113922.44,2,1,0,30772.22,0,1,Spain
655,61,0,2,183997.7,2,1,1,161217.18,1,0,Germany
712,23,0,2,0.0,2,0,1,66795.78,0,1,France
663,28,0,4,0.0,2,1,1,123969.64,0,1,France
640,47,1,6,89799.46,2,0,1,13783.77,1,0,France
577,29,0,2,0.0,1,1,1,168924.41,0,1,Spain
546,36,0,7,85660.96,1,0,0,134778.01,1,0,Spain
802,37,0,9,115569.21,1,0,1,119782.89,0,1,Germany
590,45,0,2,81828.22,1,1,0,52167.97,1,0,France
594,18,0,1,132694.73,1,1,0,167689.56,0,1,Germany
577,51,1,2,108867.0,1,0,0,140800.66,0,1,Spain
541,39,0,7,0.0,2,1,0,19823.02,0,1,France
781,27,0,5,0.0,2,0,0,72969.9,1,0,France
806,34,0,2,96152.68,2,1,0,143711.02,0,1,Germany
723,49,1,0,153855.52,1,1,1,180862.26,1,0,Germany
535,45,0,2,0.0,2,1,0,125658.28,0,1,France
768,36,0,3,141334.95,1,0,1,125870.5,1,0,France
653,41,1,1,104584.11,1,1,0,15126.32,0,1,Germany
803,50,1,8,98173.02,1,0,0,22457.25,1,0,Germany
545,44,0,1,0.0,2,1,1,82614.89,1,0,Spain
581,38,0,3,135157.05,1,1,1,32919.42,1,0,Germany
513,49,0,5,171601.27,1,1,0,126223.84,1,0,Germany
731,29,0,5,179539.2,1,0,0,112010.02,0,1,France
727,39,0,5,80615.46,2,0,0,180962.32,0,1,Germany
560,47,1,1,0.0,1,0,0,128882.66,0,1,Spain
766,27,1,5,126285.73,1,1,0,177614.17,0,1,Germany
630,23,0,4,137964.51,1,0,1,174570.55,1,0,Germany
652,41,0,9,159434.03,1,1,0,178373.93,0,1,Germany
729,40,0,5,113574.61,2,1,0,103396.08,0,1,Germany
629,33,0,6,0.0,2,1,1,59129.72,1,0,France
667,33,0,9,124573.33,2,0,0,683.37,0,1,Germany
671,31,0,6,105864.6,2,1,0,145567.34,1,0,Germany
768,47,1,5,104552.61,1,1,0,48137.08,1,0,Germany
732,35,0,3,0.0,2,1,0,90876.95,1,0,France
546,30,0,5,0.0,2,0,1,198543.09,1,0,France
630,55,1,2,0.0,1,1,1,106202.07,0,1,France
765,46,1,8,119492.88,2,0,1,166896.01,1,0,Germany
704,33,0,0,130499.09,2,1,1,74804.36,1,0,France
470,48,0,6,140576.11,1,1,1,116971.05,1,0,Spain
688,34,0,9,91025.58,2,0,1,163783.0,1,0,Germany
685,33,1,1,0.0,3,0,1,70221.13,1,0,France
567,38,0,1,125877.65,2,1,1,107841.77,1,0,France
720,64,1,3,45752.78,2,1,0,79623.28,0,1,Spain
609,39,0,3,121778.71,1,1,1,138399.67,0,1,France
521,49,0,2,127948.57,1,1,1,182765.14,1,0,Germany
556,30,0,7,0.0,2,1,1,186648.19,1,0,France
662,30,0,5,115286.68,2,1,1,149587.92,0,1,Germany
704,41,0,9,62078.21,2,1,0,129050.67,0,1,Germany
750,38,0,1,0.0,2,1,0,47764.99,1,0,France
619,32,1,4,175406.13,2,1,1,172792.43,1,0,Spain
468,26,0,1,131643.25,1,1,0,64436.16,0,1,Spain
435,44,0,3,151739.65,1,1,0,167461.5,0,1,Germany
529,43,0,6,93616.35,2,0,0,98348.66,0,1,France
702,60,1,5,138597.54,2,1,1,41536.59,1,0,Germany
608,41,0,5,0.0,2,1,1,72462.25,1,0,France
576,40,1,9,0.0,2,1,0,112465.19,0,1,France
666,27,0,1,85225.21,1,0,1,64511.44,1,0,France
730,36,0,8,148749.29,2,1,0,91830.75,1,0,France
647,52,1,7,130013.12,1,1,1,190806.36,0,1,Germany
516,27,0,1,0.0,1,0,1,112311.15,1,0,Spain
711,81,0,6,0.0,2,1,1,72276.24,1,0,France
736,54,0,7,111729.47,2,0,1,84920.49,0,1,France
768,36,0,5,180169.44,2,1,0,17348.56,1,0,France
427,40,0,8,0.0,2,1,1,82870.75,0,1,Spain
686,47,1,6,0.0,1,1,0,32080.69,1,0,Spain
690,42,0,5,0.0,2,0,1,120512.08,1,0,France
647,29,0,2,0.0,2,1,0,179032.68,1,0,Spain
714,35,0,3,0.0,2,1,1,95623.28,0,1,France
736,36,1,8,103914.17,1,1,1,110035.88,1,0,Germany
608,34,0,4,88772.87,1,1,1,168822.01,1,0,France
809,39,0,5,0.0,1,1,0,77705.75,1,0,France
745,40,0,6,131184.67,1,1,1,49815.62,1,0,France
781,38,1,2,117810.79,1,0,1,65632.33,0,1,France
527,31,0,4,0.0,1,1,0,169361.89,0,1,France
595,32,0,0,92466.21,1,1,0,4721.3,1,0,Germany
850,38,0,2,102741.15,2,0,1,23974.85,1,0,Germany
569,37,0,9,178755.84,1,1,0,199929.17,0,1,France
728,43,0,7,0.0,2,1,0,40023.7,0,1,France
473,32,0,5,146602.25,2,1,1,72946.95,1,0,Germany
738,29,0,2,0.0,2,1,1,170421.13,0,1,France
659,35,0,6,0.0,2,1,1,58879.11,0,1,France
597,38,0,6,115702.67,2,1,1,25059.05,0,1,Spain
445,61,0,2,137655.31,1,0,1,29909.84,1,0,Germany
671,29,0,3,0.0,2,1,0,158043.11,1,0,France
656,34,1,6,59877.33,1,1,0,14032.62,1,0,Spain
658,31,0,5,100082.14,1,0,1,49809.88,0,1,France
698,52,1,10,107304.39,3,1,0,28806.32,0,1,Germany
655,38,0,9,0.0,1,0,1,90490.33,0,1,Spain
772,41,0,10,96032.22,1,1,1,75825.57,0,1,Spain
681,33,0,10,0.0,1,0,0,158336.36,0,1,Spain
688,29,0,9,144553.5,2,1,0,143454.95,0,1,Germany
633,40,0,5,86172.81,2,1,1,117279.49,0,1,Germany
735,73,0,9,0.0,1,1,1,114283.33,0,1,France
521,29,0,2,87212.8,1,1,1,994.86,1,0,Germany
541,36,0,5,0.0,2,1,0,124795.84,0,1,France
612,36,0,2,130700.92,2,0,0,77592.8,1,0,Germany
562,62,0,3,0.0,2,1,0,105986.01,0,1,France
703,32,0,6,0.0,2,0,0,33606.52,1,0,France
710,23,0,6,0.0,2,1,1,134188.11,0,1,Spain
731,40,1,5,171325.98,1,1,1,159718.27,1,0,Spain
703,58,0,4,92930.92,1,0,1,85148.78,0,1,Spain
618,40,0,0,0.0,1,1,0,119059.13,1,0,France
689,29,0,1,77556.79,2,1,1,122998.26,1,0,France
718,33,0,7,102874.28,1,0,0,117841.06,0,1,France
608,37,0,5,146093.39,2,0,0,160593.41,0,1,France
749,34,1,2,0.0,1,0,0,174189.04,0,1,Spain
753,51,1,4,79811.72,2,0,1,68260.27,0,1,Spain
630,39,1,10,105473.74,1,0,0,58854.88,0,1,Spain
693,43,1,1,121927.92,1,1,0,87994.95,1,0,Germany
838,40,1,6,61671.19,1,0,1,150659.35,1,0,Spain
756,39,0,5,149363.12,2,1,1,109098.39,1,0,Germany
775,27,0,4,152309.37,1,1,0,104112.0,1,0,France
635,33,0,5,0.0,2,1,0,122949.71,1,0,France
705,36,0,1,111629.29,1,1,1,21807.16,0,1,Spain
481,40,0,3,0.0,1,1,1,32319.93,0,1,France
727,49,1,7,96296.78,1,1,0,190457.87,1,0,Spain
595,20,0,4,95830.43,1,1,0,177738.98,0,1,France
535,38,0,0,135919.33,1,1,0,80425.65,1,0,France
578,59,1,10,185966.64,1,0,0,9445.42,0,1,France
597,29,0,5,0.0,2,1,1,174825.57,1,0,France
449,21,0,7,0.0,2,0,0,175743.92,1,0,France
850,43,0,8,92244.83,2,1,0,54949.73,1,0,Germany
494,35,0,9,112727.06,2,1,0,183752.91,1,0,France
676,34,0,8,100359.54,1,0,0,46038.28,1,0,France
818,43,0,10,105301.5,1,1,1,78941.59,0,1,Germany
712,45,0,6,112994.65,1,0,0,198398.68,0,1,Spain
672,40,0,4,89025.88,2,1,0,188892.19,0,1,Germany
636,35,0,9,95478.17,1,0,0,169286.74,0,1,France
698,37,0,8,0.0,2,0,0,145004.39,0,1,France
597,43,0,7,119127.46,2,1,0,55809.92,1,0,Germany
717,28,0,4,128206.79,1,1,1,54272.12,0,1,France
614,49,0,1,0.0,2,1,0,192440.54,0,1,France
708,23,0,4,71433.08,1,1,0,103697.57,1,0,Germany
507,36,1,9,118214.32,3,1,0,119110.03,0,1,Germany
581,27,0,5,102258.11,2,1,0,194681.6,1,0,France
579,39,0,2,151963.26,2,1,0,158948.63,1,0,Spain
504,46,1,2,163764.84,1,1,1,165122.55,1,0,Spain
737,32,0,7,128551.36,2,0,1,189402.71,1,0,France
540,31,0,10,118158.74,1,1,1,158027.57,1,0,Spain
