Concentration Coeff (Mean),Concentration Coeff (SD),Shannon's Entropy (Mean),Shannon's Entropy (SD),Attr-to-Inst Ratio,Canonical Corr (Mean),Canonical Corr (SD),Correlation (Mean),Correlation (SD),Covariance (Mean),Covariance (SD),Eigenvalues (Mean),Eigenvalues (SD),Inst-to-Attr Ratio,IQ Range (Mean),IQ Range (SD),Kurtosis (Mean),Kurtosis (SD),Median Abs Dev (Mean),Median Abs Dev (SD),Mean (Mean),Mean (SD),Median (Mean),Median (SD),Num Attr,Num Binary Attr,Num Correlated Attr,Num Instances,Num Outliers,SD (Mean),SD (SD),Skewness (Mean),Skewness (SD),Sparsity (Mean),Sparsity (SD),Ave Num Feat per PCA Dim,Ave Num PCA Dim per Point,PCA-to-Orig Dim Ratio,Trimmed Mean (Mean),Trimmed Mean (SD),Variance (Mean),Variance (SD),1-Itemset Min,1-Itemset Q1,1-Itemset Q2,1-Itemset Q3,1-Itemset Max,2-Itemset Min,2-Itemset Q1,2-Itemset Q2,2-Itemset Q3,2-Itemset Max,best_dist_metric_ari,best_dist_metric_dbs
0.030894495,0.062160253,0.777082181,0.219421547,0.09375,0.800639817,0.14663608,0.133565272,0.143138337,0.025380353,0.031663569,0.181939203,0.169631353,10.66666667,0.6,0.507092553,0.637575004,3.56000398,0,0,0.266666667,0.125727052,0,0,15,15,0.047619048,160,6,0.418687099,0.084348233,1.297187115,1.009302521,0.496855346,5.75E-17,0.09375,0.0625,0.666666667,0.156944444,0.148804067,0.181939203,0.064937372,0.08125,0.2984375,0.5,0.7015625,0.91875,0.125,0.4,0.5,0.6,0.875,mahalanobis,chebyshev
0.06413586,0.054064569,2.805570781,0.003764703,0.01305483,0.083368213,0.815052298,0.195641015,0.257955153,0.010228261,0.016049535,0.041959834,0.047631537,76.6,0.263452616,0.150280209,0.712891922,1.843620087,0.181630224,0.080247898,0.507389767,0.074313743,0.481185823,0.108936973,5,0,0.2,383,3,0.197247588,0.061778064,0.014491086,0.710681888,0.001972942,0.00364769,0.01305483,0.010443864,0.8,0.498853889,0.094273365,0.041959834,0.024218436,0.117493473,0.140992167,0.143603133,0.143603133,0.174934726,0.117493473,0.232375979,0.245430809,0.261096606,0.318537859,manhattan,euclidean
0.169170124,0.160394509,2.430961405,0.368810289,0.113149847,0.472962265,0.322741371,0.529707511,0.341497216,0.008025688,0.005309164,0.021702434,0.063167462,8.837837838,0.117449185,0.114786253,22.11076454,22.1063075,0.07112918,0.080898738,0.131832743,0.130001804,0.093494888,0.144939147,37,0,0.564564565,327,34,0.135776603,0.057947406,3.541637736,1.933082961,0.018793774,0.018513702,0.113149847,0.03058104,0.27027027,0.101699755,0.139990834,0.021702434,0.023780986,0.01529052,0.158256881,0.165137615,0.174311927,0.73088685,0,0.244648318,0.28440367,0.327217125,0.859327217,euclidean,manhattan
0.114767451,0.257970672,0.878589482,0.097264685,0.028,0.070137816,0.488849122,0.230239749,0.247170733,0.049034597,0.053197283,0.210275408,0.271683782,35.71428571,0.857142857,0.36313652,-1.125711597,0.855579497,0,0,0.5,0.207926022,0.5,0.518874522,14,14,0.076923077,500,2,0.457294195,0.035305237,-7.93E-17,0.971572464,0.498997996,1.15E-16,0.028,0.014,0.5,0.5,0.339615167,0.210275408,0.031091118,0.182,0.33,0.5,0.67,0.818,0,0.41,0.5,0.59,1,euclidean,chebyshev
0.025183134,0.122854844,0.554387347,0.326981304,0.14801444,0.250014988,0.322741371,0.079437316,0.111396679,0.010027621,0.021905116,0.123243916,0.17634438,6.756097561,0.243902439,0.434769353,25.78869132,60.77498121,0,0,0.219512195,0.22302643,0.12195122,0.331294578,41,41,0.014634146,277,31,0.321508954,0.14273334,3.326368792,4.128752054,0.498188406,0,0.14801444,0.072202166,0.487804878,0.159339857,0.281315677,0.123243916,0.085588854,0.003610108,0.140794224,0.5,0.859205776,0.996389892,0,0.281588448,0.5,0.718411552,1,euclidean,chebyshev
0.028088715,0.011403268,2.803557471,0.00406488,0.012406948,0.018683825,0.037569193,0.111905844,0.05706777,0.006946856,0.003641306,0.062186259,0.020371452,80.6,0.37645933,0.06248692,-0.783844338,0.460341204,0.264298475,0.051996039,0.426121806,0.050389158,0.367379054,0.065147189,5,0,0,403,1,0.248584219,0.022140032,0.389557001,0.282297794,0.007790792,0.00092624,0.012406948,0.012406948,1,0.405851939,0.061252372,0.062186259,0.010678766,0.106699752,0.140198511,0.143920596,0.148883375,0.163771712,0.183622829,0.230769231,0.245657568,0.258064516,0.29280397,euclidean,euclidean
0.062473057,0.114019939,2.321761459,0.000125425,0.065934066,0.146523147,0.322741371,0.206502941,0.252297859,0.00700238,0.008764715,0.033762222,0.039419063,15.16666667,0.230010519,0.043056699,0.453546298,0.667312158,0.170817297,0.031166704,0.547606043,0.069470898,0.549196036,0.073389215,12,0,0.166666667,182,11,0.182765498,0.019789663,-0.160938527,0.316437593,0.000207392,1.68E-05,0.065934066,0.032967033,0.5,0.549767995,0.073099638,0.033762222,0.007588616,0.192307692,0.197802198,0.197802198,0.203296703,0.208791209,0.032967033,0.302197802,0.318681319,0.340659341,0.412087912,euclidean,euclidean
0.040548346,0.059863312,2.445885688,0.457397423,0.101769912,0.564080587,0.322741371,0.176547429,0.19920833,0.007682232,0.017265133,0.050091617,0.110681198,9.826086957,0.284151659,0.23288373,2.786394667,8.067588644,0.140818208,0.060129503,0.395357355,0.132633669,0.378128116,0.213255847,23,2,0.075098814,226,19,0.202243577,0.098014496,0.769295667,1.307634716,0.044354267,0.143163269,0.101769912,0.053097345,0.52173913,0.383233257,0.147339205,0.050091617,0.063750228,0.115044248,0.163716814,0.168141593,0.168141593,0.53539823,0,0.265486726,0.278761062,0.296460177,1,manhattan,chebyshev
0.226932614,0.187465914,2.068142284,0.435710495,0.201030928,0.600268606,0.322741371,0.523574443,0.342016815,0.014215388,0.009253565,0.033688181,0.10791195,4.974358974,0.184991157,0.123754873,8.846271371,11.18090387,0.094183684,0.093805981,0.193119076,0.167959525,0.145836083,0.21184218,39,0,0.54925776,194,36,0.176918956,0.049504574,2.230271225,1.430315927,0.033071373,0.045542977,0.201030928,0.046391753,0.230769231,0.153754561,0.190422867,0.033688181,0.02071165,0.056701031,0.180412371,0.201030928,0.206185567,0.865979381,0,0.273195876,0.335051546,0.396907216,0.881443299,manhattan,manhattan
0.019748659,0.061301428,0.960917497,0.874734217,0.071428571,0.143384727,0.485478119,0.120691223,0.177218304,0.011277152,0.027742911,0.087251081,0.158343855,14,0.309034795,0.416666062,37.54015933,86.63786132,0.047420506,0.116552589,0.358338517,0.313443683,0.335003549,0.421757114,21,12,0.047619048,294,14,0.258791731,0.145917159,2.853523404,5.58307076,0.343542462,0.200650406,0.071428571,0.034013605,0.476190476,0.347711402,0.38034106,0.087251081,0.079473484,0.003401361,0.155612245,0.18877551,0.643707483,1,0,0.265306122,0.37755102,0.68622449,1,mahalanobis,chebyshev
0.239446807,0.208684302,2.321857986,8.74E-05,0.033333333,0.89563145,0.046258116,0.611530755,0.335602944,0.039298517,0.024879639,0.060824282,0.123055972,30,0.394935118,0.080618485,-0.764292695,0.433529191,0.262560894,0.05959839,0.442152475,0.061720383,0.406077687,0.087796963,7,0,0.619047619,210,2,0.245026826,0.030284639,0.263610823,0.375238238,0.000782055,0.000624229,0.033333333,0.014285714,0.428571429,0.424373565,0.077088395,0.060824282,0.014335805,0.195238095,0.2,0.2,0.2,0.204761905,0.019047619,0.295238095,0.333333333,0.380952381,0.404761905,mahalanobis,euclidean
0.09695413,0.06668129,2.29849679,0.030517279,0.548780488,0.357319415,0.726794974,0.179121842,0.19118764,0.001827903,0.002784581,0.010505767,0.032435512,1.822222222,0.02284893,0.011614048,31.72487721,15.48832174,0.014926766,0.009138954,0.597295914,0.221484437,0.605289801,0.233635201,90,0,0.079151061,164,90,0.098031196,0.030095102,-1.423792076,3.882369793,0.012282612,0.006188595,0.548780488,0.140243902,0.255555556,0.604948852,0.234239914,0.010505767,0.007326377,0.054878049,0.18902439,0.201219512,0.213414634,0.353658537,0.036585366,0.286585366,0.323170732,0.359756098,0.542682927,euclidean,manhattan
0.0956542,0.19985964,0.837510717,0.21264989,0.164794007,0.349061549,0.322741371,0.216027175,0.196352454,0.044545677,0.042727556,0.206285632,0.411143469,6.068181818,0.681818182,0.471155298,-0.922884694,1.267329677,0,0,0.5,0.213357807,0.5,0.505780539,44,44,0.078224101,267,14,0.451977245,0.045263284,2.02E-17,1.051502912,0.498120301,1.12E-16,0.164794007,0.06741573,0.409090909,0.5,0.335974338,0.206285632,0.038543027,0.131086142,0.310861423,0.505617978,0.694756554,1,0,0.36329588,0.498127341,0.63670412,1,euclidean,chebyshev
0.086974645,0.125066068,1.797030982,0.819663494,0.035,0.214224165,0.239917298,0.138482524,0.162271526,0.015542185,0.021404174,0.093816482,0.086587094,28.57142857,0.503386577,0.284088155,12.58414951,35.92223921,0.257800402,0.212997471,0.348806702,0.170828276,0.252527567,0.207898742,7,1,0.047619048,200,2,0.289941831,0.106654832,1.639706687,3.60303059,0.123239713,0.185571767,0.035,0.03,0.857142857,0.310310424,0.174297714,0.093816482,0.052460942,0.005,0.1575,0.2,0.26125,0.99,0.015,0.27,0.33,0.41,0.985,manhattan,chebyshev
0.047450424,0.036656162,1.999743186,0,0.08490566,0.140420717,0.314122698,0.117259023,0.086559242,0.010005381,0.007376755,0.085315779,0.0371148,11.77777778,0.497274301,0.006176313,-1.226232247,0.016575008,0.371400627,0.003948328,0.496760357,0.007834676,0.491172079,0.018460379,9,0,0,106,0,0.292086891,0.001074877,0.017817448,0.044359964,0.000313576,0.000418061,0.08490566,0.08490566,1,0.495440252,0.01120717,0.085315779,0.000628585,0.245283019,0.245283019,0.25,0.254716981,0.254716981,0.188679245,0.339622642,0.377358491,0.405660377,0.5,manhattan,euclidean
0.082085821,0.055707795,2.584842641,0.000146184,0.019354839,0.586030808,0.322741371,0.405162577,0.263645543,0.008392159,0.006442164,0.021790839,0.027158886,51.66666667,0.187076538,0.058045772,6.979498513,14.82916292,0.135133954,0.04943359,0.329390457,0.145894687,0.313567087,0.155489596,6,0,0.466666667,310,6,0.144316988,0.034001994,1.110858315,1.587206585,0.000117721,0.000182417,0.019354839,0.012903226,0.666666667,0.318063588,0.151014127,0.021790839,0.00908993,0.161290323,0.164516129,0.167741935,0.167741935,0.174193548,0.122580645,0.258064516,0.277419355,0.3,0.341935484,manhattan,euclidean
0.070035099,0.150021267,1.739260268,0.960452626,0.057142857,0.253361028,0.322741371,0.141233842,0.168886058,0.010862033,0.023815279,0.09513951,0.144768292,17.5,0.368398748,0.41322824,16.11510691,50.85041088,0.062151267,0.07539916,0.293125774,0.191951377,0.166121801,0.24676109,18,8,0.039215686,315,12,0.267964247,0.157185558,1.954623408,3.24217644,0.223243172,0.253275339,0.057142857,0.025396825,0.444444444,0.249800876,0.234606196,0.09513951,0.093230151,0.133333333,0.165079365,0.168253968,0.168253968,1,0.095238095,0.26984127,0.292063492,0.434920635,0.866666667,mahalanobis,chebyshev
0.029894542,0.013721524,2.787979622,0.041809351,0.012,0.091021348,0.322741371,0.182196132,0.130841804,0.005938871,0.004618739,0.037703447,0.025860179,83.33333333,0.257347994,0.115217657,0.741983234,1.95102978,0.162234321,0.065881053,0.499858718,0.142767198,0.497125021,0.203538406,6,0,0,500,5,0.188568437,0.050739235,-0.049633036,0.612218051,0.005834881,0.005668952,0.012,0.01,0.833333333,0.501229293,0.169495818,0.037703447,0.018375644,0.078,0.138,0.142,0.146,0.262,0.13,0.228,0.244,0.258,0.382,mahalanobis,euclidean
0.060543685,0.097737558,0.734110487,0.314962701,0.075313808,0.245721878,0.005274664,0.122781426,0.137729335,0.019491084,0.025889665,0.158210884,0.205993992,13.27777778,0.449074074,0.500506798,1.73510167,4.572789031,0.006863889,0.041183333,0.265845343,0.17920444,0.074074074,0.253372317,36,35,0.025396825,478,20,0.386677228,0.094551243,1.37482285,1.361164682,0.489673111,0.055672024,0.075313808,0.035564854,0.472222222,0.162133488,0.223392287,0.158210884,0.068304101,0.043933054,0.234309623,0.474895397,0.751046025,1,0,0.361924686,0.5,0.638598326,1,euclidean,chebyshev
0.036593561,0.112020324,2.715695944,1.986981137,0.0009,0.244827574,0.420497533,0.109026877,0.240546281,0.009712984,0.031589823,0.082966209,0.129142162,1111.111111,0.373270175,0.384098227,3.489625789,8.511755691,0.110944931,0.125233574,0.357381249,0.203511955,0.353938559,0.337029584,9,4,0.083333333,10000,4,0.258105935,0.135613337,1.157416432,1.818792966,0.22545684,0.260432825,0.0009,0.0005,0.555555556,0.332219991,0.24571006,0.082966209,0.084242783,0.0218,0.0462,0.0475,0.0499,0.9661,0.0116,0.0879,0.092,0.099,0.9455,mahalanobis,chebyshev
0.542143862,0.179081059,2.321131344,0.000696702,0.025,0.934457948,0.322741371,0.946680095,0.043579114,0.042229933,0.00502774,0.044663106,0.095192005,40,0.296538153,0.03765612,-0.55520996,0.127625328,0.221122767,0.026277006,0.507667743,0.030189476,0.508489153,0.029026837,5,0,1,200,1,0.210984222,0.013636512,-0.022545803,0.057436032,0.003795742,0.001947388,0.025,0.005,0.2,0.508288082,0.031713194,0.044663106,0.005561444,0.185,0.2,0.2,0.2,0.215,0.005,0.29125,0.375,0.4,0.42,mahalanobis,chebyshev
0.0864607,0.069582546,2.016857391,0.620017869,0.042056075,0.34298042,0.512608319,0.227698429,0.182992079,0.005914057,0.006153521,0.029923955,0.038137343,23.77777778,0.136321003,0.091002545,9.532684737,16.63180676,0.059410693,0.040788623,0.306621379,0.1904094,0.299737182,0.253161608,9,0,0.055555556,214,8,0.161932946,0.064532049,1.629499349,2.281160832,0.008961344,0.009965682,0.042056075,0.028037383,0.666666667,0.297339548,0.234450973,0.029923955,0.028431431,0.126168224,0.196261682,0.200934579,0.200934579,0.822429907,0.107476636,0.289719626,0.331775701,0.369158879,0.88317757,manhattan,chebyshev
0.063546673,0.000197108,2.584869919,0,0.008,0.722538342,0.322741371,0.196443164,0.162324679,0.009050224,0.012319165,0.046643162,0.016431996,125,0.356873575,0.085190086,-0.902224386,0.427654771,0.255758559,0.062137389,0.54922921,0.010795262,0.550907103,0.029170618,2,0,0,250,0,0.215306301,0.023931514,-0.146871797,0.084571817,0,0,0.008,0.008,1,0.557885447,0.01837202,0.046643162,0.010305211,0.164,0.164,0.168,0.168,0.168,0.196,0.258,0.278,0.297,0.332,manhattan,euclidean
0.010705629,0.032195886,0.919376296,0.042042677,0.145,0.582358404,0.322741371,0.088144811,0.127058852,0.019772322,0.028860772,0.223841622,0.188764326,6.896551724,1,0,-1.507869961,0.281914259,0,0,0.344827586,0.057561811,0.034482759,0.185695338,29,29,0.036945813,200,0,0.472892458,0.014899675,0.660387508,0.25641782,0.497487437,0,0.145,0.09,0.620689655,0.24137931,0.095936351,0.223841622,0.014095716,0.275,0.3325,0.5,0.6675,0.725,0,0.445,0.5,0.555,1,euclidean,chebyshev
0.580246897,0.316371528,1,0,0.416666667,0.99001349,0.01640568,0.906921563,0.073532257,0.092485497,0.009956926,0.102677865,0.294469202,2.4,0.425136784,0.215855558,-0.929320775,0.634434703,0.331978788,0.143432088,0.393752065,0.053995111,0.348902612,0.098723614,10,0,1,24,4,0.319734357,0.022306106,0.457606006,0.394962282,0.000189036,0.000597784,0.416666667,0.083333333,0.2,0.357136641,0.082679687,0.102677865,0.014389794,0.48,0.48,0.5,0.52,0.52,0,0.08,0.5,0.92,1,euclidean,euclidean
0.292592564,0.280980302,1,0,0.416666667,0.994941737,0.005180862,0.934437812,0.057566147,0.08282186,0.0081826,0.088972543,0.263372569,2.4,0.226025595,0.117603206,-0.017426709,0.469664076,0.182640857,0.098816164,0.33308643,0.032914032,0.258416156,0.040357819,10,0,1,24,8,0.297785651,0.018142917,1.07893675,0.240028507,0.000567108,0.00091313,0.416666667,0.083333333,0.2,0.263144732,0.045262605,0.088972543,0.010762624,0.48,0.48,0.5,0.52,0.52,0,0.24,0.5,0.76,1,euclidean,euclidean
0.384567877,0.380047338,1,0,0.416666667,0.999079079,0.000637052,0.927820891,0.049011318,0.093522399,0.005983184,0.100915407,0.296401573,2.4,0.294831245,0.126537468,-0.131502969,0.472420089,0.226114132,0.11251758,0.305588236,0.026177044,0.233101851,0.083200244,10,0,1,24,6,0.317533305,0.009888674,1.082677513,0.258309391,0.000189036,0.000597784,0.416666667,0.083333333,0.2,0.222686858,0.039383708,0.100915407,0.006282658,0.44,0.48,0.5,0.52,0.56,0,0.24,0.5,0.76,1,euclidean,manhattan
0.519135783,0.293961894,1,0,0.416666667,0.995002612,0.007237829,0.91953735,0.067123171,0.096159609,0.008426522,0.105218063,0.305493806,2.4,0.447990507,0.150091662,-0.949574344,0.534792713,0.319221144,0.080221815,0.367915413,0.024994496,0.274773461,0.063410136,10,0,1,24,3,0.323817005,0.020016938,0.642016877,0.237852522,0.000189036,0.000597784,0.416666667,0.083333333,0.2,0.316421099,0.040888687,0.105218063,0.012863814,0.48,0.48,0.5,0.52,0.52,0,0.16,0.5,0.84,1,euclidean,euclidean
0.579629613,0.36189535,1,0,0.416666667,0.950259268,0.080152371,0.883105409,0.111659998,0.096005396,0.015360588,0.108949202,0.307638084,2.4,0.526999288,0.149292944,-1.092876439,0.581302277,0.327076119,0.144227819,0.368253519,0.062456125,0.276906017,0.119096993,10,0,1,24,2,0.329547042,0.019662397,0.550084559,0.354926634,0.000567108,0.00091313,0.416666667,0.083333333,0.2,0.325091477,0.090394648,0.108949202,0.01279793,0.48,0.48,0.5,0.52,0.52,0,0.16,0.5,0.84,1,euclidean,chebyshev
-5.48E-08,2.04E-09,1.985475297,0.020541032,0.016666667,0.841603382,0.322741371,1.62E-17,0.162324679,1.63E-18,0.012319165,0.101010101,0.002400838,60,0.527777778,0.03928371,-1.250047365,0.005186915,0.408089394,0.00529473,0.5,1.24E-16,0.5,5.55E-17,2,0,0,120,0,0.31780964,0.003777163,-4.15E-16,9.63E-16,0.084033613,0.011884148,0.016666667,0.016666667,1,0.5,0,0.101010101,0.002400838,0.2,0.2375,0.25,0.2625,0.3,0.35,0.35,0.375,0.4,0.4,manhattan,euclidean
0.046789972,0.065953942,2.605725825,1.145515859,0.014112903,0.640310357,0.063238901,0.234360407,0.199340032,0.00680903,0.007227851,0.030794506,0.050952329,70.85714286,0.203583994,0.150866682,30.49857278,106.5087633,0.114791113,0.106661799,0.281047236,0.215237892,0.249160848,0.228388599,21,1,0.10952381,1488,16,0.163788581,0.064546086,2.369815103,4.992088493,0.070453593,0.124688384,0.014112903,0.007392473,0.523809524,0.262995268,0.232386263,0.030794506,0.023036162,0.002016129,0.08266129,0.091061828,0.101982527,0.997983871,0.021505376,0.15188172,0.168010753,0.1875,0.951612903,mahalanobis,euclidean
0.120239592,0.232214312,4.700435856,7.25E-06,0.000549904,0.939249844,0.29334057,0.582489701,0.295909886,0.013880067,0.009771871,0.025514858,0.055274841,1818.5,0.249404539,0.09284114,0.290154567,1.993479476,0.168478493,0.055559973,0.602975697,0.121069223,0.582937587,0.141337135,10,0,0.644444444,18185,5,0.153418835,0.046874768,-0.229761632,0.620710406,4.00E-05,6.28E-05,0.000549904,0.000164971,0.3,0.599183193,0.128648161,0.025514858,0.01396677,0.037778389,0.038438273,0.038438273,0.038493264,0.039098158,0,0.072642288,0.074924388,0.076766566,0.077976354,mahalanobis,manhattan
0.036217809,0.023751053,2.321720437,0.000248131,0.289855072,0.78680687,0.29334057,0.229922357,0.173658188,0.009775041,0.009459334,0.043385954,0.107056662,3.45,0.272532239,0.107358164,2.144950925,4.147667332,0.191363406,0.072778479,0.348898636,0.158933706,0.321631432,0.184803909,60,0,0.074576271,207,39,0.203046241,0.046848235,0.955020996,0.940584163,0.000691435,0.001122019,0.289855072,0.130434783,0.45,0.329300396,0.178911917,0.043385954,0.019035142,0.182692308,0.197115385,0.201923077,0.201923077,0.211538462,0.038461538,0.302884615,0.322115385,0.341346154,0.408653846,manhattan,euclidean
0.000560787,0.002499672,0.36496114,0.780056985,0.003224717,0.513507433,0.29334057,0.022342185,0.052857673,0.001508438,0.007886935,0.042622099,0.104264152,310.1047619,0.072437757,0.251404926,803.9613511,3239.86524,0.003882188,0.023024176,0.09004576,0.180908104,0.051283044,0.204045828,105,99,0.002197802,32561,98,0.153770281,0.138417012,17.07674832,22.78105387,0.472423379,0.112598898,0.003224717,0.00116704,0.361904762,0.063253574,0.198669607,0.042622099,0.064046086,3.07E-05,0.025613464,0.044439667,0.950953595,0.999969288,0,0.053407451,0.331900126,0.940634501,1,euclidean,chebyshev
0.230197768,0.205160182,2.321719686,0.00014959,0.033492823,0.14248436,0.375880293,0.487814754,0.284752665,0.020583414,0.017055156,0.042421215,0.073985833,29.85714286,0.300390233,0.129146859,3.424719335,8.948739399,0.200567638,0.084736423,0.492035891,0.183966,0.468723549,0.191513531,7,0,0.571428571,209,5,0.198892467,0.057794194,-0.304094562,1.592632573,0.000766101,0.000610941,0.033492823,0.019138756,0.571428571,0.481541274,0.190991331,0.042421215,0.023853216,0.195238095,0.2,0.2,0.2,0.204761905,0.019047619,0.295238095,0.328571429,0.380952381,0.404761905,manhattan,manhattan
0.137691889,0.237218626,1.256987741,1.271847259,0.009287926,0.286312515,0.29334057,0.181706041,0.169068868,0.007328543,0.025557589,0.069531679,0.162447072,107.6666667,0.27663441,0.428925275,31.70551573,57.06623099,0.007240103,0.019057724,0.191378391,0.263432552,0.177363958,0.376820962,24,11,0.043478261,2584,15,0.193764589,0.18269565,3.238401351,4.294407933,0.382173687,0.320077973,0.009287926,0.002321981,0.25,0.179708009,0.297864401,0.069531679,0.097366835,0.004643963,0.075464396,0.077012384,0.221652477,1,0,0.136609907,0.160603715,0.604489164,1,euclidean,chebyshev
0.046195197,0.110158311,0.723376216,0.118897993,0.113772455,0.872585167,0.322741371,0.106345566,0.145359885,0.017062894,0.022994691,0.162584153,0.129753748,8.789473684,0.236842105,0.420595512,0.439036666,1.40118424,0,0,0.210526316,0.069639319,0,0,19,19,0.01754386,167,14,0.400877092,0.044567363,1.486876758,0.487878585,0.496987952,0,0.113772455,0.071856287,0.631578947,0.054194893,0.087714827,0.162584153,0.036286647,0.131736527,0.200598802,0.5,0.799401198,0.868263473,0.017964072,0.341317365,0.5,0.658682635,0.982035928,mahalanobis,chebyshev
0.049453854,0.099252949,2.886945206,1.32395343,0.001423825,0.903003121,0.322741371,0.210651478,0.220833476,0.022913324,0.029930588,0.114992904,0.133202567,702.3333333,0.527071718,0.367152228,1.110272505,4.029399306,0.20669571,0.234615643,0.310398417,0.151764915,0.173524796,0.191277391,9,0,0.111111111,6321,3,0.321694484,0.113770635,0.974380965,1.166315965,0.068516845,0.118003918,0.001423825,0.000949217,0.666666667,0.267465874,0.179299778,0.114992904,0.071966237,0.014554659,0.054224015,0.055529188,0.057941781,0.866635026,0.010757791,0.100419237,0.106628698,0.120866951,0.891631071,euclidean,euclidean
0.740700033,0.23247321,2.991020667,0.02533557,0.012698413,0.403575511,0.437453209,0.927960501,0.043853868,0.078092551,0.013286019,0.085380133,0.22504705,78.75,0.489060245,0.129754134,-1.002341679,0.353076513,0.348922101,0.097735284,0.50255772,0.086802335,0.482810245,0.11762844,8,0,1,630,0,0.29018139,0.036643358,0.017809158,0.380696246,5.97E-05,0.000141269,0.012698413,0.003174603,0.25,0.496212121,0.111303534,0.085380133,0.022291043,0.049206349,0.123809524,0.125396825,0.125396825,0.201587302,0,0.247619048,0.249206349,0.250793651,0.326984127,euclidean,manhattan
0.005402191,0.02982004,0.2518,0.247150287,0.523809524,0.564301401,0.322741371,0.044497684,0.066908119,0.002452044,0.009364222,0.047546434,0.105538482,1.909090909,0.077922078,0.269806645,50.53861405,46.45933215,0,0,0.077922078,0.157959747,0.051948052,0.223377418,77,77,0.002734108,147,71,0.187607684,0.111858338,6.331477804,3.502337467,0.496575342,0,0.523809524,0.306122449,0.584415584,0.051948052,0.181897576,0.047546434,0.062655309,0.006802721,0.027210884,0.5,0.972789116,0.993197279,0,0.06122449,0.5,0.93877551,1,mahalanobis,chebyshev
0.073524188,0.188968917,2.667119552,1.212430294,0.007820137,0.90145939,0.29334057,0.156765252,0.246559181,0.006345613,0.029033307,0.042164211,0.107845232,127.875,0.066053467,0.046077955,33.03551495,42.91356972,0.04485399,0.031877149,0.32960375,0.289310294,0.334912546,0.354943528,8,2,0.142857143,1023,8,0.148552002,0.151550139,1.770925529,2.876175565,0.1248922,0.231219597,0.007820137,0.002932551,0.375,0.330856366,0.357054574,0.042164211,0.069324126,0.098729228,0.099706745,0.099706745,0.100684262,0.809384164,0,0.174975562,0.182795699,0.196480938,1,mahalanobis,manhattan
0.008549986,0.019072881,3.099886561,1.990011501,0.000484809,0.550279848,0.29334057,0.181706041,0.169068868,0.003930329,0.019115521,0.048822935,0.133510182,2062.666667,0.204884938,0.344173384,179.4832155,492.1665677,0.043964742,0.058240508,0.232428579,0.209268061,0.21747308,0.289819238,27,7,0.048433048,55692,22,0.150528099,0.164834897,4.998138729,8.186709729,0.18727812,0.266826111,0.000484809,0.000125691,0.259259259,0.220559539,0.22362338,0.048822935,0.087006378,0.002837032,0.024240465,0.027616175,0.037240537,1,0,0.049773756,0.058841485,0.086565395,1,manhattan,chebyshev
0.013459494,0.019943709,0.382404281,0.232508354,2.708333333,0.997278628,0.322741371,0.093054086,0.093498743,0.006942557,0.008807439,0.076264997,0.167540228,0.369230769,0.074358974,0.25932898,18.73427154,21.27122951,0,0,0.097435897,0.113146071,0.015384615,0.123393724,195,195,0.006767116,72,181,0.256695013,0.102108448,3.92491729,2.257132687,0.492957746,1.11E-16,2.708333333,0.722222222,0.266666667,0.028321678,0.113145432,0.076264997,0.059542954,0.013888889,0.069444444,0.527777778,0.930555556,1,0,0.138888889,0.5,0.861111111,1,manhattan,chebyshev
0.046167709,0.00049089,2.803418424,0.004187752,0.005,0.677978901,0.29334057,0.155238018,0.169068868,0.009786134,0.019575656,0.06304398,0.013880016,200,0.360119048,0.03788072,-0.53512365,0.150520847,0.256513333,0.036609275,0.436738095,0.044177338,0.42989418,0.031801099,2,0,0,400,0,0.251081188,0.002105606,0.360461232,0.1850582,0.013434999,0.010426763,0.005,0.005,1,0.419658289,0.053291782,0.06304398,0.001057356,0.1175,0.138125,0.1425,0.149375,0.1625,0.1925,0.23,0.245,0.2625,0.2975,mahalanobis,manhattan
0.181216921,0.382753291,1.901564933,1.041373518,0.01,0.67818758,0.29334057,0.23726501,0.375369419,0.049002856,0.098729932,0.156785148,0.231978518,100,0.680059524,0.370082235,-1.269262377,0.852153195,0.128256667,0.149598718,0.468369048,0.045290565,0.46494709,0.410660499,4,2,0.166666667,400,0,0.375803614,0.144022183,0.180230616,0.236189308,0.256090933,0.280259598,0.01,0.0075,0.75,0.459829145,0.057301426,0.156785148,0.108244699,0.1175,0.14,0.1475,0.160625,0.51,0,0.2475,0.4725,0.51,1,manhattan,chebyshev
0.170317538,0.167926007,3.650606237,1.066338157,0.00192926,0.318926933,0.29334057,0.588695447,0.244895556,0.00048889,0.000282985,0.001554787,0.004139505,518.3333333,0.016954575,0.02201799,586.275784,761.9804354,0.009897704,0.013469216,0.018222626,0.022776373,0.009961183,0.015385353,21,0,0.657142857,10885,21,0.032113804,0.023444942,15.83276942,11.2325902,0.007105099,0.008187157,0.00192926,0.000551217,0.285714286,0.011054777,0.016212641,0.001554787,0.003231491,0.014882866,0.042994947,0.045383555,0.048001837,0.879742765,0,0.079926504,0.088745981,0.100780891,0.876435462,manhattan,chebyshev
